IDENTIDADE;STATUS;UF;SEXO;ESCOLARIDADE;ESTCIV;RENDA;NATUREZA;REGIAO;IDADE
LC_5120;admpl;SP;F;superior;solt;1608;empregado;E;55
LC_5121;inad;SP;M;secundario;solt;32602;empregado;C;67
LC_5122;inad;SP;M;superior;solt;3069;autonomo;F;30
LC_5123;admpl;SP;F;secundario;solt;6700;outros;F;38
LC_5124;admpl;SP;M;posgrad;casado;2055;empregado;B;48
LC_5125;admpl;MG;M;superior;casado;120;empregado;F;47
LC_5126;admpl;SP;F;secundario;solt;5360;empregado;C;39
LC_5127;admpl;SP;F;superior;casado;1340;empregado;E;33
LC_5128;admpl;SP;M;secundario;solt;2674;empregado;E;31
LC_5129;inad;SP;M;superior;solt;1340;outros;A;62
LC_5130;admpl;SP;F;superior;casado;1323;empregado;B;61
LC_5131;inad;SP;F;secundario;solt;2304;empregado;F;62
LC_5132;admpl;SP;F;secundario;viuvo;2593;empregado;B;62
LC_5133;admpl;SP;M;secundario;solt;2010;empregado;E;68
LC_5134;inad;MG;M;secundario;casado;1311;empregado;F;48
LC_5135;inad;SP;M;secundario;solt;6606;empregado;D;56
LC_5136;inad;SP;M;secundario;solt;41242;empregado;C;66
LC_5137;inad;SP;M;secundario;solt;19800;empregado;B;56
LC_5138;inad;SP;M;primario;solt;3350;outros;F;37
LC_5139;admpl;SP;M;posgrad;solt;6700;empregado;B;68
LC_5140;inad;SP;F;superior;solt;1180;empregado;E;68
LC_5141;inad;SP;F;primario;viuvo;574;empregado;E;33
LC_5142;inad;SP;F;primario;divorciado;628;empregado;C;48
LC_5143;inad;SP;F;secundario;solt;3358;empregado;B;42
LC_5144;admpl;SP;M;superior;solt;2335;outros;D;57
LC_5145;admpl;SP;F;secundario;casado;707;empregado;B;44
LC_5146;admpl;SP;F;primario;solt;3283;outros;E;62
LC_5147;admpl;SP;M;secundario;casado;2144;outros;D;35
LC_5148;inad;MG;M;secundario;casado;12060;empregado;C;49
LC_5149;admpl;SP;M;posgrad;casado;5360;outros;B;56
LC_5150;inad;SP;M;secundario;solt;6700;autonomo;A;64
LC_5151;inad;SP;F;secundario;solt;3199;empregado;D;46
LC_5152;admpl;SP;F;secundario;viuvo;2211;outros;E;31
LC_5153;admpl;SP;F;superior;solt;1341;outros;E;63
LC_5154;inad;SP;M;secundario;solt;10168;empregado;B;41
LC_5155;admpl;SP;F;superior;casado;1072;empregado;C;42
LC_5156;admpl;MG;M;superior;solt;6700;empregado;C;64
LC_5157;admpl;SP;F;secundario;casado;8542;empregado;F;50
LC_5158;inad;SP;F;secundario;divorciado;5360;autonomo;A;61
LC_5159;inad;SP;F;secundario;solt;7370;autonomo;B;39
LC_5160;inad;SP;F;secundario;solt;1744;empregado;B;67
LC_5161;admpl;SP;F;superior;casado;799;empregado;E;57
LC_5162;inad;SP;M;superior;solt;8905;empregado;B;41
LC_5163;admpl;SP;M;superior;solt;2681;empregado;C;35
LC_5164;admpl;SP;F;secundario;casado;11365;empregado;B;45
LC_5165;inad;MG;M;secundario;solt;1112;empregado;B;49
LC_5166;inad;SP;M;superior;solt;103683;autonomo;A;35
LC_5167;admpl;SP;F;secundario;solt;3350;empregado;B;47
LC_5168;admpl;SP;F;superior;casado;3078;empregado;D;43
LC_5169;admpl;SP;F;primario;casado;1139;outros;F;34
LC_5170;admpl;SP;F;secundario;solt;4657;outros;F;63
LC_5171;admpl;SP;F;secundario;solt;1042;empregado;E;53
LC_5172;admpl;SP;F;secundario;solt;2666;empregado;F;60
LC_5173;admpl;SP;F;secundario;solt;3471;empregado;F;70
LC_5174;inad;SP;F;superior;solt;2800;autonomo;B;44
LC_5175;inad;SP;M;secundario;solt;11359;outros;C;54
LC_5176;admpl;SP;F;secundario;solt;4621;empregado;B;54
LC_5177;admpl;MG;M;posgrad;casado;1668;outros;B;62
LC_5178;inad;SP;M;primario;solt;863;empregado;E;54
LC_5179;inad;SP;M;secundario;solt;15593;empregado;C;49
LC_5180;inad;SP;F;posgrad;solt;455;outros;B;36
LC_5181;admpl;SP;M;superior;solt;668;empregado;E;50
LC_5182;inad;SP;F;primario;divorciado;670;autonomo;E;68
LC_5183;admpl;SP;M;superior;solt;2194;empregado;E;66
LC_5184;admpl;SP;M;secundario;casado;3198;empregado;F;48
LC_5185;admpl;SP;F;secundario;outros;5360;empregado;B;32
LC_5186;inad;SP;M;primario;solt;4020;autonomo;E;54
LC_5187;admpl;SP;F;primario;casado;1156;empregado;F;38
LC_5188;admpl;SP;M;superior;casado;1566;empregado;F;35
LC_5189;admpl;SP;F;primario;solt;656;empregado;D;34
LC_5190;admpl;SP;F;secundario;solt;7316;empregado;B;48
LC_5191;admpl;SP;M;superior;solt;3062;empregado;B;66
LC_5192;inad;SP;M;secundario;solt;8308;empregado;E;49
LC_5193;inad;SP;F;primario;casado;3350;outros;B;67
LC_5194;inad;SP;F;superior;viuvo;402;empregado;E;51
LC_5195;admpl;SP;F;secundario;solt;1630;empregado;B;57
LC_5196;admpl;SP;M;superior;solt;2747;empregado;B;66
LC_5197;admpl;SP;F;superior;solt;1032;outros;E;45
LC_5198;admpl;SP;M;primario;solt;2680;outros;E;38
LC_5199;admpl;SP;F;superior;divorciado;2680;empregado;E;49
LC_5200;admpl;SP;F;superior;solt;790;empregado;D;52
LC_5201;inad;SP;F;primario;divorciado;1340;outros;B;58
LC_5202;admpl;SP;F;secundario;solt;1538;empregado;E;63
LC_5203;admpl;SP;F;primario;solt;1072;empregado;F;38
LC_5204;inad;SP;M;secundario;solt;1696;empregado;F;50
LC_5205;admpl;SP;F;primario;casado;490;empregado;F;40
LC_5206;inad;SP;M;primario;solt;7301;empregado;F;54
LC_5207;admpl;SP;F;superior;casado;4309;empregado;E;65
LC_5208;admpl;SP;F;secundario;solt;2144;empregado;F;46
LC_5209;inad;MG;M;secundario;solt;3053;empregado;B;35
LC_5210;admpl;SP;F;secundario;solt;3082;empregado;D;42
LC_5211;inad;SP;F;superior;solt;2278;outros;A;59
LC_5212;admpl;SP;F;superior;casado;147400;outros;E;44
LC_5213;admpl;SP;M;primario;solt;2680;empregado;F;31
LC_5214;admpl;SP;M;posgrad;viuvo;2010;empregado;C;33
LC_5215;admpl;SP;F;secundario;solt;6700;outros;C;67
LC_5216;admpl;SP;F;secundario;solt;6047;empregado;B;46
LC_5217;inad;SP;M;secundario;solt;17172;empregado;C;39
LC_5218;admpl;SP;F;primario;casado;606;empregado;E;44
LC_5219;inad;SP;M;superior;solt;10118;empregado;C;67
LC_5220;admpl;SP;F;secundario;solt;1150;empregado;F;53
LC_5221;inad;SP;M;secundario;solt;3389;empregado;C;50
LC_5222;admpl;SP;F;primario;casado;849;empregado;E;55
LC_5223;admpl;SP;M;posgrad;casado;1072;empregado;A;41
LC_5224;admpl;SP;M;superior;casado;1370;empregado;F;45
LC_5225;inad;SP;M;secundario;solt;5383;empregado;C;65
LC_5226;admpl;SP;M;secundario;solt;11239;empregado;B;64
LC_5227;admpl;SP;F;secundario;solt;4665;empregado;B;57
LC_5228;inad;SP;F;superior;solt;655;empregado;F;66
LC_5229;admpl;MG;F;primario;casado;820;empregado;E;40
LC_5230;admpl;SP;F;superior;solt;682;empregado;F;34
LC_5231;inad;SP;M;secundario;solt;3752;empregado;B;64
LC_5232;inad;SP;F;superior;viuvo;443;empregado;E;51
LC_5233;inad;SP;F;superior;solt;4020;outros;E;55
LC_5234;admpl;SP;M;primario;solt;1876;empregado;E;57
LC_5235;inad;SP;F;secundario;casado;3106;empregado;D;53
LC_5236;admpl;SP;F;superior;solt;3781;empregado;E;40
LC_5237;inad;SP;M;secundario;solt;8710;empregado;C;31
LC_5238;admpl;SP;F;posgrad;solt;2010;outros;E;65
LC_5239;inad;MG;F;secundario;casado;3050;empregado;C;45
LC_5240;admpl;SP;F;secundario;viuvo;2385;empregado;F;58
LC_5241;inad;SP;M;secundario;solt;5242;empregado;F;60
LC_5242;inad;SP;F;superior;solt;3360;empregado;C;63
LC_5243;admpl;SP;F;secundario;solt;1945;empregado;F;45
LC_5244;inad;SP;F;secundario;solt;3232;empregado;B;63
LC_5245;admpl;SP;F;secundario;casado;7277;empregado;B;41
LC_5246;inad;SP;M;superior;solt;1340;autonomo;A;47
LC_5247;inad;SP;M;secundario;casado;10191;empregado;B;34
LC_5248;inad;SP;M;secundario;solt;4020;autonomo;A;44
LC_5249;admpl;SP;M;primario;solt;3455;empregado;D;39
LC_5250;admpl;SP;M;superior;solt;2509;empregado;F;36
LC_5251;inad;SP;M;primario;solt;11390;empregado;F;67
LC_5252;admpl;SP;M;secundario;solt;3423;empregado;D;67
LC_5253;admpl;SP;M;secundario;solt;4802;empregado;F;62
LC_5254;inad;SP;F;posgrad;divorciado;2251;autonomo;C;42
LC_5255;inad;SP;F;primario;divorciado;3082;autonomo;A;54
LC_5256;admpl;SP;F;superior;solt;1235;empregado;E;36
LC_5257;admpl;SP;M;secundario;solt;2122;empregado;B;32
LC_5258;admpl;SP;M;secundario;solt;4020;outros;B;60
LC_5259;admpl;SP;F;superior;casado;936;empregado;E;67
LC_5260;inad;SP;F;secundario;divorciado;1333;autonomo;A;44
LC_5261;admpl;SP;F;superior;casado;2740;empregado;C;50
LC_5262;admpl;MG;M;superior;casado;778;empregado;B;64
LC_5263;admpl;SP;M;secundario;solt;9380;outros;B;56
LC_5264;inad;SP;M;primario;viuvo;1;empregado;F;39
LC_5265;inad;SP;F;secundario;casado;1512;autonomo;B;47
LC_5266;admpl;SP;F;secundario;casado;3608;empregado;B;31
LC_5267;inad;SP;M;secundario;solt;515;empregado;B;67
LC_5268;inad;SP;M;superior;solt;10720;outros;C;47
LC_5269;admpl;SP;F;secundario;solt;15217;empregado;B;40
LC_5270;admpl;SP;M;superior;solt;1072;outros;B;52
LC_5271;admpl;SP;F;secundario;casado;1591;empregado;B;41
LC_5272;inad;SP;M;primario;solt;3135;outros;A;70
LC_5273;admpl;SP;F;secundario;solt;10279;empregado;E;46
LC_5274;admpl;SP;F;primario;solt;1608;outros;F;39
LC_5275;admpl;SP;F;superior;casado;1172;empregado;B;48
LC_5276;inad;SP;F;secundario;casado;2992;outros;B;60
LC_5277;admpl;SP;M;secundario;solt;1340;empregado;E;31
LC_5278;admpl;SP;M;primario;solt;2278;empregado;E;67
LC_5279;admpl;SP;F;secundario;viuvo;3350;empregado;B;31
LC_5280;admpl;SP;F;secundario;solt;804;empregado;B;56
LC_5281;admpl;SP;M;superior;solt;3273;empregado;E;40
LC_5282;admpl;SP;F;secundario;casado;3415;outros;B;58
LC_5283;admpl;SP;F;secundario;solt;1283;empregado;B;41
LC_5284;admpl;SP;M;superior;solt;2383;autonomo;A;42
LC_5285;admpl;SP;M;secundario;solt;4020;outros;C;64
LC_5286;inad;SP;M;secundario;solt;5360;empregado;A;35
LC_5287;admpl;SP;M;secundario;casado;6030;autonomo;B;35
LC_5288;admpl;SP;M;primario;solt;536;autonomo;F;40
LC_5289;admpl;SP;M;secundario;solt;670;outros;F;44
LC_5290;admpl;SP;M;secundario;solt;2879;empregado;B;66
LC_5291;inad;SP;M;secundario;solt;5301;empregado;B;57
LC_5292;admpl;SP;F;secundario;casado;239;empregado;F;52
LC_5293;inad;SP;F;secundario;solt;1;empregado;D;43
LC_5294;admpl;SP;F;secundario;casado;2248;outros;B;36
LC_5295;inad;SP;M;secundario;solt;10932;empregado;D;32
LC_5296;admpl;SP;M;posgrad;solt;804;autonomo;B;46
LC_5297;admpl;SP;F;secundario;viuvo;4020;empregado;B;68
LC_5298;inad;SP;F;secundario;casado;2061;empregado;B;58
LC_5299;inad;SP;M;secundario;divorciado;12886;empregado;B;33
LC_5300;admpl;SP;F;superior;solt;702;empregado;E;64
LC_5301;admpl;SP;M;superior;solt;2010;outros;D;60
LC_5302;inad;SP;F;primario;casado;711;outros;B;53
LC_5303;inad;SP;M;secundario;solt;11389;empregado;C;67
LC_5304;admpl;SP;F;posgrad;solt;219;empregado;B;58
LC_5305;admpl;SP;F;secundario;solt;3350;empregado;F;33
LC_5306;inad;SP;M;superior;solt;5780;empregado;C;59
LC_5307;admpl;SP;F;superior;casado;1555;empregado;C;51
LC_5308;admpl;SP;F;superior;solt;2822;empregado;E;55
LC_5309;admpl;SP;M;secundario;solt;11911;empregado;C;64
LC_5310;admpl;SP;F;superior;casado;1072;empregado;F;32
LC_5311;inad;SP;F;primario;divorciado;603;autonomo;A;45
LC_5312;admpl;SP;M;superior;casado;5398;empregado;C;53
LC_5313;inad;SP;F;superior;solt;2546;autonomo;A;59
LC_5314;inad;SP;M;secundario;solt;3350;outros;E;67
LC_5315;admpl;SP;F;posgrad;casado;486;empregado;E;51
LC_5316;admpl;SP;F;superior;casado;1226;empregado;F;40
LC_5317;admpl;SP;F;secundario;casado;6700;outros;D;43
LC_5318;inad;SP;F;secundario;viuvo;1636;empregado;B;48
LC_5319;admpl;SP;M;secundario;solt;6432;empregado;B;37
LC_5320;inad;SP;M;superior;solt;513;empregado;E;32
LC_5321;admpl;SP;M;secundario;solt;1340;outros;B;67
LC_5322;inad;SP;M;secundario;solt;2010;autonomo;F;33
LC_5323;admpl;SP;M;superior;solt;2412;empregado;C;62
LC_5324;inad;SP;M;superior;solt;1608;empregado;F;42
LC_5325;inad;SP;M;superior;solt;18774;empregado;C;57
LC_5326;admpl;SP;F;secundario;divorciado;6700;autonomo;B;44
LC_5327;admpl;SP;F;secundario;solt;341164;empregado;F;38
LC_5328;inad;SP;F;secundario;viuvo;5360;empregado;E;62
LC_5329;admpl;SP;F;secundario;solt;10050;outros;F;40
LC_5330;admpl;SP;F;secundario;solt;6454;empregado;C;57
LC_5331;inad;SP;M;secundario;solt;6418;autonomo;F;46
LC_5332;inad;SP;M;secundario;solt;5487;empregado;B;60
LC_5333;admpl;SP;F;secundario;solt;5360;empregado;B;69
LC_5334;admpl;SP;F;primario;divorciado;2389;outros;D;54
LC_5335;admpl;SP;M;primario;solt;1474;empregado;C;55
LC_5336;inad;SP;M;superior;solt;7072;autonomo;A;35
LC_5337;admpl;SP;M;superior;viuvo;900;outros;E;33
LC_5338;inad;MG;M;secundario;solt;2240;empregado;B;60
LC_5339;inad;MG;M;secundario;solt;1112;empregado;C;59
LC_5340;admpl;SP;M;secundario;solt;11407;empregado;C;49
LC_5341;admpl;SP;F;secundario;solt;1297;empregado;B;34
LC_5342;admpl;SP;M;secundario;solt;5005;empregado;B;31
LC_5343;admpl;SP;M;secundario;casado;4405;empregado;F;64
LC_5344;admpl;SP;F;superior;casado;3350;autonomo;D;42
LC_5345;admpl;SP;F;primario;solt;1715;outros;D;45
LC_5346;inad;SP;M;secundario;solt;17420;empregado;B;65
LC_5347;admpl;SP;F;primario;solt;4690;empregado;D;62
LC_5348;admpl;SP;M;secundario;divorciado;3560;empregado;B;58
LC_5349;inad;SP;F;secundario;casado;2542;empregado;B;55
LC_5350;inad;SP;M;superior;solt;5360;empregado;F;38
LC_5351;admpl;SP;F;secundario;solt;1605;empregado;E;31
LC_5352;admpl;SP;F;primario;casado;1876;empregado;E;64
LC_5353;admpl;SP;F;primario;casado;618;empregado;E;38
LC_5354;admpl;SP;M;primario;casado;1675;empregado;C;40
LC_5355;inad;SP;F;superior;solt;3841;empregado;F;55
LC_5356;admpl;SP;F;secundario;solt;9067;outros;B;61
LC_5357;inad;SP;F;superior;divorciado;50643;autonomo;B;42
LC_5358;inad;SP;F;superior;divorciado;793;empregado;A;49
LC_5359;inad;SP;F;primario;casado;771;autonomo;E;44
LC_5360;admpl;SP;F;posgrad;solt;2144;outros;B;32
LC_5361;admpl;SP;F;secundario;divorciado;3632;empregado;D;58
LC_5362;admpl;SP;F;secundario;solt;3536;empregado;E;33
LC_5363;admpl;SP;F;posgrad;solt;5595;empregado;F;59
LC_5364;admpl;SP;F;superior;solt;1380;empregado;E;61
LC_5365;inad;SP;M;secundario;viuvo;4690;autonomo;D;43
LC_5366;inad;SP;F;secundario;casado;8649;outros;B;67
LC_5367;admpl;SP;M;primario;solt;1943;outros;F;57
LC_5368;inad;SP;M;secundario;solt;23348;empregado;C;50
LC_5369;admpl;SP;F;posgrad;solt;1340;empregado;D;70
LC_5370;admpl;SP;F;superior;solt;938;empregado;E;62
LC_5371;admpl;SP;F;secundario;casado;1206;empregado;B;55
LC_5372;inad;SP;F;superior;solt;1922;empregado;F;56
LC_5373;admpl;SP;M;primario;solt;2680;empregado;E;67
LC_5374;admpl;SP;M;primario;solt;1720;empregado;E;57
LC_5375;admpl;SP;F;superior;casado;3940;outros;B;36
LC_5376;admpl;SP;M;posgrad;casado;2363;empregado;B;66
LC_5377;admpl;SP;M;superior;solt;1876;empregado;E;39
LC_5378;admpl;SP;F;superior;casado;6480;empregado;B;59
LC_5379;admpl;SP;M;superior;solt;5031;empregado;F;58
LC_5380;admpl;SP;M;secundario;solt;83802;outros;B;31
LC_5381;admpl;SP;F;primario;solt;489;empregado;F;68
LC_5382;inad;MG;M;primario;solt;316;empregado;E;32
LC_5383;inad;SP;M;primario;solt;1078;autonomo;A;33
LC_5384;inad;SP;M;primario;casado;2144;empregado;D;61
LC_5385;inad;SP;M;secundario;solt;4883;empregado;B;65
LC_5386;inad;SP;F;superior;casado;2393;outros;F;51
LC_5387;inad;SP;F;superior;solt;938;autonomo;F;33
LC_5388;admpl;SP;F;secundario;casado;4634;empregado;D;52
LC_5389;admpl;SP;M;secundario;divorciado;6024;autonomo;C;59
LC_5390;admpl;SP;F;secundario;casado;4020;outros;C;38
LC_5391;admpl;SP;F;secundario;casado;1027;empregado;B;58
LC_5392;inad;SP;F;superior;divorciado;5628;autonomo;F;57
LC_5393;admpl;SP;F;primario;solt;13400;empregado;F;69
LC_5394;admpl;SP;F;secundario;casado;9891;empregado;F;37
LC_5395;inad;SP;M;secundario;casado;5360;autonomo;A;48
LC_5396;inad;SP;F;superior;solt;781;outros;E;70
LC_5397;inad;SP;M;secundario;solt;1835;empregado;C;63
LC_5398;inad;SP;M;secundario;solt;11784;autonomo;C;51
LC_5399;inad;SP;F;secundario;solt;1930;autonomo;B;49
LC_5400;inad;SP;F;secundario;solt;2546;outros;B;68
LC_5401;inad;SP;M;secundario;outros;1847;empregado;B;56
LC_5402;inad;SP;M;secundario;solt;2088;autonomo;B;53
LC_5403;inad;SP;M;secundario;solt;1614;empregado;B;46
LC_5404;admpl;SP;F;secundario;casado;1480;empregado;D;67
LC_5405;inad;SP;F;secundario;solt;6028;outros;D;39
LC_5406;admpl;SP;F;superior;casado;1677;empregado;D;50
LC_5407;admpl;SP;F;secundario;casado;2681;empregado;D;32
LC_5408;inad;SP;F;primario;divorciado;1396;autonomo;F;44
LC_5409;inad;SP;M;secundario;solt;10380;empregado;B;54
LC_5410;admpl;SP;F;superior;solt;991;outros;E;64
LC_5411;inad;SP;M;primario;solt;2680;outros;B;47
LC_5412;admpl;SP;M;primario;solt;2759;empregado;E;68
LC_5413;inad;SP;F;secundario;solt;3752;outros;B;42
LC_5414;admpl;SP;F;secundario;solt;3016;outros;B;40
LC_5415;admpl;SP;M;superior;solt;11059;empregado;D;57
LC_5416;admpl;SP;F;secundario;solt;1767;empregado;B;69
LC_5417;admpl;SP;M;superior;solt;1898;empregado;E;69
LC_5418;admpl;SP;F;secundario;casado;2583;empregado;B;38
LC_5419;admpl;SP;F;superior;solt;1037;empregado;E;52
LC_5420;admpl;SP;F;secundario;solt;844;outros;F;53
LC_5421;inad;SP;F;secundario;divorciado;2386;autonomo;A;41
LC_5422;admpl;SP;M;superior;outros;1950;empregado;F;64
LC_5423;admpl;SP;F;superior;solt;1608;empregado;E;52
LC_5424;admpl;SP;M;secundario;casado;24157;empregado;B;35
LC_5425;inad;SP;M;secundario;divorciado;648;empregado;F;31
LC_5426;admpl;SP;F;secundario;viuvo;2622;empregado;B;47
LC_5427;admpl;SP;M;posgrad;solt;5611;empregado;D;51
LC_5428;inad;SP;F;secundario;casado;10079;empregado;B;64
LC_5429;admpl;SP;F;secundario;casado;3182;empregado;D;46
LC_5430;admpl;SP;F;secundario;solt;3767;empregado;B;31
LC_5431;inad;SP;F;primario;divorciado;1653;autonomo;A;47
LC_5432;admpl;SP;M;secundario;casado;2814;empregado;B;52
LC_5433;admpl;SP;F;superior;solt;2662;empregado;E;37
LC_5434;admpl;SP;F;primario;solt;2157;outros;F;68
LC_5435;admpl;SP;F;secundario;solt;1733;empregado;B;59
LC_5436;admpl;SP;M;secundario;solt;5948;empregado;D;50
LC_5437;admpl;SP;F;secundario;solt;4020;empregado;B;58
LC_5438;inad;SP;F;secundario;solt;2169;empregado;B;56
LC_5439;admpl;SP;M;secundario;solt;9863;outros;C;44
LC_5440;inad;MG;M;secundario;solt;8148;empregado;C;52
LC_5441;inad;SP;F;secundario;divorciado;1747;empregado;B;32
LC_5442;admpl;SP;M;posgrad;casado;12263;empregado;C;62
LC_5443;inad;SP;M;superior;solt;1005;outros;F;57
LC_5444;inad;SP;M;secundario;solt;10003;empregado;C;55
LC_5445;inad;SP;M;primario;solt;4189;empregado;C;48
LC_5446;inad;SP;F;superior;divorciado;1191;autonomo;A;61
LC_5447;inad;SP;F;superior;casado;1630;empregado;E;41
LC_5448;inad;SP;M;superior;solt;2948;autonomo;C;46
LC_5449;admpl;SP;M;superior;solt;2194;empregado;E;59
LC_5450;inad;SP;F;primario;casado;938;empregado;E;59
LC_5451;admpl;SP;M;superior;solt;2121;outros;B;30
LC_5452;admpl;SP;M;secundario;solt;7597;empregado;B;40
LC_5453;inad;SP;M;superior;solt;1876;outros;C;30
LC_5454;inad;SP;F;superior;solt;840;empregado;B;46
LC_5455;admpl;SP;M;superior;solt;1969;outros;D;37
LC_5456;admpl;SP;M;superior;solt;26800;empregado;C;58
LC_5457;admpl;SP;F;posgrad;casado;9997;empregado;C;31
LC_5458;admpl;SP;F;secundario;solt;3329;empregado;F;46
LC_5459;inad;SP;M;secundario;solt;9207;outros;C;47
LC_5460;admpl;SP;F;superior;casado;1101;outros;E;39
LC_5461;inad;SP;M;primario;solt;969;empregado;F;58
LC_5462;inad;SP;M;secundario;solt;4020;autonomo;B;57
LC_5463;inad;SP;M;secundario;viuvo;5360;empregado;D;69
LC_5464;inad;SP;F;secundario;divorciado;2838;autonomo;A;39
LC_5465;inad;SP;F;primario;viuvo;1778;empregado;D;69
LC_5466;inad;SP;F;superior;casado;3350;autonomo;A;67
LC_5467;admpl;SP;F;primario;divorciado;1340;empregado;F;65
LC_5468;inad;SP;M;primario;solt;1340;outros;C;68
LC_5469;inad;SP;F;secundario;solt;1191;empregado;B;64
LC_5470;inad;SP;F;primario;casado;633;empregado;E;68
LC_5471;admpl;SP;F;superior;casado;4463;empregado;C;63
LC_5472;inad;SP;F;secundario;divorciado;3350;outros;B;42
LC_5473;admpl;SP;F;secundario;viuvo;6946;outros;C;47
LC_5474;admpl;SP;F;secundario;solt;6700;outros;F;38
LC_5475;inad;SP;F;primario;casado;1876;outros;F;56
LC_5476;admpl;SP;M;superior;casado;2304;empregado;C;57
LC_5477;inad;SP;M;superior;casado;2751;empregado;D;68
LC_5478;admpl;SP;F;superior;casado;1742;outros;C;39
LC_5479;admpl;SP;M;superior;solt;6030;empregado;B;42
LC_5480;admpl;SP;F;superior;solt;1306;empregado;E;68
LC_5481;inad;SP;M;superior;casado;6700;empregado;A;58
LC_5482;inad;SP;F;superior;casado;1957;empregado;F;56
LC_5483;inad;SP;F;secundario;casado;1072;outros;D;67
LC_5484;inad;SP;M;secundario;casado;4020;outros;B;45
LC_5485;admpl;SP;F;secundario;solt;4690;outros;B;63
LC_5486;admpl;SP;F;secundario;casado;2680;outros;B;50
LC_5487;admpl;SP;M;posgrad;viuvo;2145;empregado;D;66
LC_5488;admpl;SP;M;superior;solt;2278;outros;C;59
LC_5489;admpl;SP;F;secundario;casado;1608;outros;E;50
LC_5490;admpl;SP;M;secundario;casado;9717;empregado;B;65
LC_5491;admpl;SP;F;posgrad;solt;11771;empregado;F;35
LC_5492;admpl;SP;M;secundario;solt;8040;empregado;B;44
LC_5493;admpl;SP;F;superior;casado;1876;empregado;D;36
LC_5494;admpl;SP;M;secundario;viuvo;14991;empregado;C;47
LC_5495;admpl;SP;F;secundario;solt;2425;empregado;B;53
LC_5496;inad;SP;F;secundario;viuvo;2008;outros;E;63
LC_5497;admpl;SP;F;superior;casado;1840;outros;E;61
LC_5498;admpl;SP;M;superior;solt;1256;empregado;C;57
LC_5499;admpl;SP;M;superior;solt;3203;outros;F;51
LC_5500;admpl;SP;F;secundario;casado;2133;empregado;B;40
LC_5501;inad;SP;F;secundario;solt;14257;empregado;B;67
LC_5502;admpl;SP;F;secundario;solt;2382;empregado;B;63
LC_5503;inad;SP;M;primario;casado;5491;empregado;B;44
LC_5504;inad;SP;M;superior;solt;450;empregado;E;41
LC_5505;inad;SP;M;primario;divorciado;2631;empregado;E;65
LC_5506;admpl;SP;F;secundario;solt;1407;autonomo;B;66
LC_5507;inad;SP;F;secundario;solt;2680;autonomo;F;35
LC_5508;admpl;SP;F;secundario;solt;2908;empregado;D;30
LC_5509;admpl;SP;M;secundario;casado;30177;empregado;C;34
