;IDENTIDADE;STATUS;SEXO;NATUREZA;IDADE;novaUF;novaESCOLARIDADE;novoESTCIV;novaREGIAO;lRENDA
1725;LC_2726;admpl;F;empregado;60;SP;superior;0.solt;BC;3,787956123283932
1726;LC_2727;inad;M;empregado;46;SP;secundario;0.solt;BC;3,60422605308447
1727;LC_2728;admpl;F;empregado;59;SP;superior;0.solt;F;2,8825245379548803
1728;LC_2729;inad;F;empregado;58;SP;primario;divorciado;DE;2,803457115648414
1729;LC_2730;inad;M;autonomo;34;SP;secundario;0.solt;BC;4,063145637106638
1730;LC_2731;inad;F;empregado;70;SP;primario;divorciado;F;2,705007959333336
1731;LC_2732;inad;M;empregado;53;SP;primario;0.solt;F;2,469822015978163
1732;LC_2733;admpl;M;outros;32;SP;superior;0.solt;F;3,1271047983648077
1733;LC_2734;inad;M;empregado;39;SP;secundario;0.solt;BC;3,345765693114488
1734;LC_2735;inad;M;autonomo;57;SP;superior;0.solt;BC;3,1271047983648077
1735;LC_2736;admpl;F;empregado;53;SP;secundario;casado;DE;3,7896512087934098
1736;LC_2737;inad;M;empregado;66;SP;primario;0.solt;DE;2,709269960975831
1737;LC_2738;inad;M;empregado;32;SP;secundario;0.solt;DE;3,178401341533755
1738;LC_2739;admpl;F;empregado;35;SP;secundario;casado;DE;3,4867137759824853
1739;LC_2740;inad;M;empregado;44;SP;secundario;0.solt;BC;3,6555225962534177
1740;LC_2741;admpl;F;empregado;35;SP;superior;0.solt;DE;2,6263403673750423
1741;LC_2742;inad;M;autonomo;50;SP;secundario;0.solt;BC;3,5328817194073974
1742;LC_2743;inad;M;empregado;51;SP;primario;0.solt;F;2,5010592622177517
1743;LC_2744;admpl;M;empregado;50;SP;primario;0.solt;BC;3,2065560440990297
1744;LC_2745;inad;M;outros;52;SP;primario;0.solt;F;2,8796692056320534
1745;LC_2746;inad;F;empregado;40;SP;secundario;casado;BC;4,008685319195168
1746;LC_2747;admpl;M;empregado;64;SP;primario;0.solt;F;2,8825245379548803
1747;LC_2748;inad;M;empregado;58;SP;secundario;0.solt;F;2,7466341989375787
1748;LC_2749;admpl;F;autonomo;44;SP;superior;0.solt;DE;3,5138831856110926
1749;LC_2750;admpl;M;empregado;41;NOSP;superior;0.solt;F;3,4539295920577286
1750;LC_2751;admpl;F;outros;45;SP;primario;casado;F;3,11293997608408
1751;LC_2752;inad;M;outros;49;SP;secundario;0.solt;BC;3,8260748027008264
1752;LC_2753;inad;M;empregado;34;NOSP;secundario;viuvo;F;3,7225516620009587
1753;LC_2754;admpl;M;empregado;36;SP;primario;0.solt;F;3,098643725817057
1754;LC_2755;admpl;M;empregado;45;SP;primario;0.solt;F;2,8674674878590514
1755;LC_2756;admpl;M;empregado;64;SP;primario;0.solt;BC;3,3031960574204886
1756;LC_2757;admpl;F;empregado;61;SP;superior;casado;F;2,780317312140151
1757;LC_2758;inad;F;empregado;37;SP;superior;0.solt;BC;3,2116544005531824
1758;LC_2759;admpl;F;empregado;53;SP;superior;0.solt;DE;3,3092041796704077
1759;LC_2760;admpl;M;empregado;59;SP;z.posgrad;0.solt;BC;3,203304916138483
1760;LC_2761;admpl;F;empregado;67;SP;primario;0.solt;DE;2,964259630196849
1761;LC_2762;admpl;F;empregado;56;SP;primario;viuvo;BC;3,60422605308447
1762;LC_2763;admpl;M;autonomo;66;SP;superior;casado;DE;3,7180031682670176
1763;LC_2764;admpl;F;outros;32;SP;primario;casado;DE;3,1550322287909704
1764;LC_2765;admpl;F;empregado;31;SP;z.posgrad;casado;DE;3,0342272607705505
1765;LC_2766;admpl;F;empregado;47;SP;primario;0.solt;F;2,60422605308447
1767;LC_2768;admpl;F;autonomo;67;SP;primario;0.solt;DE;3,1271047983648077
1768;LC_2769;admpl;M;empregado;53;SP;secundario;0.solt;BC;3,348499570283838
1769;LC_2770;inad;F;outros;40;SP;superior;divorciado;F;2,797959643737196
1770;LC_2771;inad;F;empregado;58;SP;primario;viuvo;DE;3,0141003215196207
1771;LC_2772;admpl;F;empregado;52;SP;superior;0.solt;BC;3,62283547952152
1772;LC_2773;admpl;F;empregado;36;SP;superior;divorciado;DE;2,9400181550076634
1773;LC_2774;admpl;F;empregado;33;SP;primario;0.solt;DE;2,812244696800369
1774;LC_2775;admpl;M;empregado;31;SP;primario;0.solt;DE;3,360593413565249
1775;LC_2776;admpl;F;empregado;35;SP;secundario;0.solt;F;3,60422605308447
1776;LC_2777;admpl;M;outros;40;SP;superior;0.solt;BC;3,141136090120739
1777;LC_2778;admpl;F;empregado;53;SP;secundario;0.solt;BC;3,301897717195208
1778;LC_2779;admpl;M;empregado;34;SP;primario;casado;F;2,9885589568786157
1779;LC_2780;inad;F;outros;48;SP;superior;casado;F;2,89707700320942
1780;LC_2781;admpl;F;empregado;54;SP;primario;viuvo;DE;2,905256048748451
1781;LC_2782;admpl;F;empregado;34;SP;superior;viuvo;DE;3,3031960574204886
1782;LC_2783;admpl;M;empregado;60;SP;superior;0.solt;DE;3,8260748027008264
1783;LC_2784;inad;M;outros;33;SP;secundario;0.solt;BC;3,1852587652965854
1784;LC_2785;admpl;M;outros;44;SP;superior;0.solt;DE;3,5848963441374497
1785;LC_2786;inad;F;empregado;57;SP;secundario;casado;DE;3,1749315935284423
1786;LC_2787;inad;M;empregado;64;SP;primario;0.solt;F;2,9722028383790646
1787;LC_2788;admpl;M;empregado;61;SP;secundario;0.solt;BC;3,60422605308447
1788;LC_2789;admpl;F;empregado;45;SP;superior;0.solt;BC;3,4554539687786283
1789;LC_2790;admpl;F;empregado;62;SP;secundario;casado;BC;3,431524584187451
1790;LC_2791;admpl;F;empregado;41;SP;secundario;casado;BC;3,241048150671644
1791;LC_2792;admpl;F;empregado;52;SP;secundario;casado;BC;3,13481437032046
1792;LC_2793;admpl;F;empregado;42;SP;secundario;casado;F;3,8260748027008264
1793;LC_2794;admpl;M;empregado;67;SP;superior;casado;DE;3,2579184503140586
1794;LC_2795;admpl;M;empregado;48;SP;z.posgrad;0.solt;BC;3,022840610876528
1795;LC_2796;inad;M;empregado;50;SP;secundario;casado;BC;3,231979026831504
1796;LC_2797;admpl;F;empregado;46;SP;superior;casado;BC;3,525044807036845
1797;LC_2798;admpl;M;empregado;36;SP;primario;0.solt;BC;3,14674801363064
1798;LC_2799;inad;F;autonomo;37;SP;secundario;viuvo;DE;3,229425847920695
1799;LC_2800;admpl;M;empregado;64;SP;secundario;0.solt;DE;3,771881320190099
1800;LC_2801;admpl;F;outros;39;SP;secundario;casado;BC;3,3031960574204886
1801;LC_2802;inad;F;empregado;48;SP;superior;0.solt;BC;3,119915410257991
1802;LC_2803;inad;M;empregado;52;SP;secundario;0.solt;BC;4,301745991025256
1803;LC_2804;admpl;M;empregado;33;SP;primario;0.solt;F;2,8260748027008264
1804;LC_2805;inad;M;outros;60;SP;secundario;0.solt;BC;3,5171958979499744
1805;LC_2806;admpl;M;empregado;49;SP;superior;0.solt;F;3,1248301494138593
1806;LC_2807;inad;M;empregado;44;SP;secundario;0.solt;BC;3,9711830408561615
1807;LC_2808;admpl;M;empregado;41;SP;superior;0.solt;DE;1,9542425094393248
1808;LC_2809;admpl;F;empregado;30;SP;superior;divorciado;BC;3,1271047983648077
1809;LC_2810;admpl;F;empregado;45;SP;secundario;0.solt;BC;3,60422605308447
1810;LC_2811;admpl;F;empregado;58;SP;superior;divorciado;DE;3,2062860444124324
1811;LC_2812;admpl;M;empregado;53;SP;superior;0.solt;BC;3,2062860444124324
1812;LC_2813;admpl;F;outros;41;SP;secundario;0.solt;F;3,2392994791268928
1813;LC_2814;admpl;M;empregado;69;SP;secundario;0.solt;BC;3,0888445627270045
1814;LC_2815;admpl;M;empregado;62;SP;z.posgrad;0.solt;F;3,56643749219507
1815;LC_2816;admpl;M;empregado;32;SP;z.posgrad;0.solt;DE;3,342817314635733
1816;LC_2817;admpl;F;outros;44;SP;primario;0.solt;DE;3,344588742578714
1817;LC_2818;admpl;F;empregado;48;SP;primario;casado;BC;2,8836614351536176
1818;LC_2819;admpl;M;empregado;30;SP;secundario;0.solt;BC;3,960280464436642
1819;LC_2820;admpl;F;empregado;49;SP;superior;casado;BC;3,1271047983648077
1820;LC_2821;admpl;F;empregado;41;SP;secundario;0.solt;F;3,837777769553733
1821;LC_2822;admpl;M;empregado;61;SP;superior;0.solt;DE;3,118264726089479
1822;LC_2823;inad;M;outros;45;SP;primario;0.solt;DE;3,0565237240791006
1823;LC_2824;inad;M;outros;66;SP;superior;0.solt;F;3,8260748027008264
1824;LC_2825;inad;M;autonomo;70;SP;secundario;0.solt;BC;3,3653007486379876
1825;LC_2826;admpl;M;empregado;50;SP;z.posgrad;0.solt;DE;3,1271047983648077
1826;LC_2827;admpl;M;empregado;70;SP;primario;casado;BC;3,257438566859814
1827;LC_2828;admpl;M;empregado;32;SP;superior;viuvo;DE;3,3273589343863303
1828;LC_2829;admpl;F;empregado;38;SP;superior;casado;DE;3,1271047983648077
1829;LC_2830;admpl;F;empregado;55;SP;secundario;0.solt;BC;3,4434194617828173
1830;LC_2831;inad;M;outros;60;SP;secundario;0.solt;BC;3,905256048748451
1831;LC_2832;inad;M;outros;46;SP;secundario;0.solt;BC;4,127104798364807
1832;LC_2833;admpl;F;empregado;69;SP;superior;casado;DE;2,428134794028789
1833;LC_2834;inad;M;outros;48;SP;primario;0.solt;BC;3,1271047983648077
1834;LC_2835;admpl;M;empregado;54;SP;primario;casado;F;2,7958800173440754
1835;LC_2836;inad;F;autonomo;48;SP;primario;0.solt;DE;2,72916478969277
1836;LC_2837;admpl;M;empregado;50;SP;superior;0.solt;BC;3,3203540328176717
1837;LC_2838;inad;M;outros;37;SP;superior;0.solt;BC;3,8260748027008264
1838;LC_2839;admpl;F;empregado;45;NOSP;secundario;casado;BC;3,1522883443830567
1839;LC_2840;admpl;F;empregado;55;SP;secundario;0.solt;BC;3,4893959217271293
1840;LC_2841;admpl;M;outros;38;SP;secundario;0.solt;DE;3,355643050220869
1841;LC_2842;admpl;M;empregado;64;SP;superior;0.solt;BC;2,8825245379548803
1842;LC_2843;admpl;F;empregado;44;SP;secundario;0.solt;BC;4,299529089146387
1843;LC_2844;admpl;F;outros;44;SP;secundario;0.solt;DE;3,3332456989619628
1844;LC_2845;admpl;M;empregado;63;SP;secundario;casado;DE;3,4872798164430687
1845;LC_2846;admpl;M;empregado;67;SP;superior;0.solt;DE;3,1271047983648077
1846;LC_2847;admpl;F;empregado;61;SP;secundario;casado;DE;3,2375437381428744
1847;LC_2848;inad;M;empregado;63;SP;secundario;0.solt;BC;3,824451270036613
1848;LC_2849;inad;M;outros;67;SP;secundario;0.solt;F;3,8666417205660397
1849;LC_2850;admpl;F;empregado;43;SP;z.posgrad;0.solt;BC;3,6283889300503116
1850;LC_2851;inad;F;empregado;50;SP;superior;0.solt;DE;3,317854489331469
1851;LC_2852;admpl;M;empregado;38;SP;superior;0.solt;BC;3,2062860444124324
1852;LC_2853;admpl;F;empregado;68;SP;superior;0.solt;DE;3,285557309007774
1853;LC_2854;admpl;M;empregado;66;SP;superior;0.solt;DE;2,905256048748451
1854;LC_2855;admpl;F;empregado;61;SP;primario;casado;DE;3,058426024457005
1856;LC_2857;admpl;M;empregado;51;SP;primario;0.solt;F;2,949877704036875
1857;LC_2858;inad;M;empregado;37;SP;superior;0.solt;BC;3,6223176608338443
1858;LC_2859;admpl;F;empregado;49;SP;secundario;casado;DE;3,1556396337597765
1859;LC_2860;admpl;M;empregado;36;SP;secundario;casado;F;3,2273724422896364
1860;LC_2861;admpl;M;empregado;39;SP;secundario;0.solt;DE;3,3031960574204886
1861;LC_2862;admpl;M;outros;56;SP;primario;casado;DE;3,1684974835230326
1862;LC_2863;admpl;F;empregado;66;SP;secundario;0.solt;BC;3,60422605308447
1863;LC_2864;admpl;F;outros;49;SP;secundario;0.solt;BC;4,040800061256529
1864;LC_2865;admpl;F;outros;42;SP;z.posgrad;0.solt;BC;3,428134794028789
1865;LC_2866;admpl;F;empregado;36;SP;secundario;casado;DE;3,4409090820652177
1866;LC_2867;inad;F;empregado;41;SP;superior;casado;DE;3,6127838567197355
1867;LC_2868;admpl;M;empregado;55;SP;primario;0.solt;F;3,395326393069351
1868;LC_2869;admpl;F;empregado;63;SP;secundario;casado;F;3,073351702386901
1869;LC_2870;admpl;F;empregado;40;SP;secundario;0.solt;BC;3,60422605308447
1870;LC_2871;admpl;F;empregado;32;SP;secundario;0.solt;DE;3,037824750588342
1871;LC_2872;admpl;M;empregado;59;SP;superior;0.solt;F;3,2697463731307668
1872;LC_2873;admpl;F;empregado;48;NOSP;superior;casado;DE;2,677606952720493
1873;LC_2874;admpl;F;empregado;46;SP;z.posgrad;0.solt;BC;3,780317312140151
1874;LC_2875;inad;F;autonomo;39;SP;secundario;0.solt;A;3,60422605308447
1875;LC_2876;admpl;F;empregado;48;SP;secundario;0.solt;DE;3,60422605308447
1876;LC_2877;admpl;F;empregado;47;SP;superior;0.solt;DE;3,2232362731029975
1877;LC_2878;admpl;F;empregado;54;SP;secundario;casado;DE;3,5390760987927767
1878;LC_2879;admpl;M;empregado;70;SP;primario;0.solt;F;3,238547887681328
1879;LC_2880;inad;M;autonomo;64;SP;superior;0.solt;A;3,2474822606770544
1880;LC_2881;admpl;M;empregado;35;SP;primario;casado;F;3,1245042248342823
1882;LC_2883;inad;M;empregado;51;SP;secundario;0.solt;BC;3,009450895798694
1883;LC_2884;admpl;F;empregado;54;SP;secundario;0.solt;DE;3,441538038702161
1884;LC_2885;admpl;M;empregado;56;SP;secundario;casado;BC;3,836387419326411
1885;LC_2886;inad;F;autonomo;53;SP;superior;0.solt;DE;3,3031960574204886
1886;LC_2887;admpl;M;empregado;45;SP;primario;0.solt;F;2,816241299991783
1887;LC_2888;admpl;M;empregado;46;SP;superior;0.solt;F;3,3031960574204886
1888;LC_2889;admpl;M;empregado;57;SP;secundario;casado;BC;3,4511721575125396
1889;LC_2890;inad;F;empregado;65;SP;superior;0.solt;DE;3,095518042323151
1890;LC_2891;inad;F;outros;43;SP;primario;casado;F;3,0813473078041325
1891;LC_2892;admpl;F;empregado;58;SP;secundario;0.solt;BC;2,9722028383790646
1892;LC_2893;inad;M;empregado;33;SP;primario;0.solt;DE;2,9339931638312424
1893;LC_2894;admpl;F;empregado;59;SP;secundario;casado;F;3,788097633380297
1894;LC_2895;inad;M;empregado;48;SP;primario;0.solt;F;3,040602340114073
1895;LC_2896;inad;F;empregado;68;SP;secundario;casado;DE;2,9400181550076634
1896;LC_2897;admpl;M;outros;67;SP;superior;0.solt;DE;3,6711728427150834
1897;LC_2898;admpl;M;empregado;56;SP;superior;0.solt;BC;3,2853322276438846
1898;LC_2899;admpl;F;empregado;51;SP;primario;0.solt;BC;3,040602340114073
1899;LC_2900;admpl;F;empregado;69;SP;superior;0.solt;BC;3,8300109359361176
1900;LC_2901;inad;F;empregado;65;SP;secundario;casado;BC;3,3823773034681137
1901;LC_2902;admpl;M;empregado;50;SP;primario;0.solt;BC;3,3312247810207323
1902;LC_2903;inad;F;outros;40;SP;superior;divorciado;DE;3,1604685311190375
1903;LC_2904;admpl;F;empregado;70;SP;secundario;0.solt;BC;3,1271047983648077
1904;LC_2905;admpl;F;empregado;58;SP;secundario;casado;BC;3,908431398966006
1905;LC_2906;inad;M;empregado;49;SP;secundario;casado;BC;3,909823369650912
1906;LC_2907;admpl;F;empregado;31;SP;secundario;0.solt;BC;3,2643455070500926
1907;LC_2908;inad;M;empregado;69;SP;primario;casado;F;2,9684829485539352
1908;LC_2909;admpl;M;empregado;32;SP;primario;0.solt;DE;3,4050046650503694
1909;LC_2910;admpl;M;empregado;42;SP;secundario;casado;DE;3,691169934131604
1910;LC_2911;admpl;M;outros;60;SP;secundario;0.solt;BC;4,030194785356751
1911;LC_2912;admpl;M;empregado;46;SP;secundario;casado;BC;3,3848907965305544
1912;LC_2913;inad;M;outros;43;SP;secundario;viuvo;DE;3,691169934131604
1913;LC_2914;admpl;M;empregado;54;SP;secundario;0.solt;BC;3,1271047983648077
1914;LC_2915;inad;F;empregado;63;SP;secundario;divorciado;A;3,4888326343824003
1915;LC_2916;admpl;F;empregado;61;SP;secundario;0.solt;BC;4,014478535326206
1917;LC_2918;admpl;M;empregado;68;SP;secundario;0.solt;DE;3,9074651067658563
1918;LC_2919;admpl;M;empregado;35;SP;secundario;0.solt;DE;3,2619761913978125
1919;LC_2920;admpl;M;empregado;47;SP;superior;0.solt;F;3,5073160400764136
1920;LC_2921;admpl;F;empregado;49;SP;superior;0.solt;F;2,9304395947667
1921;LC_2922;admpl;M;empregado;57;SP;secundario;0.solt;BC;3,336259552014193
1922;LC_2923;admpl;F;outros;53;SP;secundario;0.solt;DE;3,0145205387579237
1923;LC_2924;inad;F;empregado;70;SP;z.posgrad;0.solt;DE;3,215637563435062
1924;LC_2925;inad;M;empregado;34;SP;secundario;0.solt;BC;3,400537989391946
1925;LC_2926;inad;M;empregado;69;SP;secundario;0.solt;BC;2,7686381012476144
1926;LC_2927;admpl;M;outros;37;SP;secundario;0.solt;BC;3,247236549506764
1927;LC_2928;inad;M;empregado;52;SP;primario;0.solt;DE;3,4129642719966626
1928;LC_2929;inad;M;autonomo;62;SP;superior;0.solt;A;3,1684974835230326
1929;LC_2930;admpl;M;empregado;39;SP;primario;casado;F;2,812244696800369
1930;LC_2931;admpl;F;empregado;65;SP;secundario;casado;BC;3,721563318357481
1931;LC_2932;admpl;M;empregado;41;SP;z.posgrad;0.solt;DE;3,629613445378183
1933;LC_2934;inad;M;empregado;44;SP;secundario;0.solt;DE;3,5474054596674898
1934;LC_2935;inad;M;empregado;69;SP;superior;0.solt;BC;3,4628470358316736
1935;LC_2936;admpl;M;empregado;62;SP;superior;0.solt;F;3,2833012287035497
1936;LC_2937;inad;M;autonomo;33;SP;superior;0.solt;BC;3,218535505216528
1937;LC_2938;inad;F;empregado;60;SP;secundario;0.solt;BC;3,0557604646877348
1938;LC_2939;admpl;F;outros;30;SP;secundario;casado;DE;3,3031960574204886
1939;LC_2940;admpl;F;empregado;46;SP;superior;viuvo;F;3,3823773034681137
1940;LC_2941;admpl;M;outros;49;SP;primario;0.solt;DE;2,9849771264154934
1941;LC_2942;admpl;F;empregado;69;SP;secundario;casado;BC;3,1271047983648077
1942;LC_2943;admpl;M;empregado;45;SP;secundario;0.solt;BC;3,768268016451548
1943;LC_2944;admpl;F;empregado;57;SP;superior;0.solt;DE;3,702171950857711
1944;LC_2945;inad;M;autonomo;37;SP;superior;0.solt;A;3,417803722639881
1945;LC_2946;admpl;F;empregado;50;SP;superior;0.solt;BC;3,456214155357989
1946;LC_2947;inad;M;empregado;56;SP;secundario;0.solt;BC;4,325577231940418
1947;LC_2948;admpl;F;empregado;37;SP;z.posgrad;casado;DE;3,8886287253852263
1948;LC_2949;admpl;F;empregado;37;SP;secundario;casado;BC;3,0017337128090005
1949;LC_2950;inad;M;empregado;60;SP;secundario;0.solt;BC;2,9722028383790646
1950;LC_2951;inad;M;empregado;70;SP;primario;0.solt;F;2,9925535178321354
1951;LC_2952;admpl;F;empregado;60;SP;secundario;casado;DE;3,375114684692225
1952;LC_2953;inad;M;empregado;41;SP;superior;0.solt;BC;3,1271047983648077
1953;LC_2954;admpl;M;empregado;64;SP;secundario;0.solt;BC;4,155001836231253
1954;LC_2955;inad;F;outros;58;SP;z.posgrad;0.solt;F;3,60422605308447
1955;LC_2956;admpl;F;empregado;59;SP;primario;viuvo;F;3,469822015978163
1956;LC_2957;admpl;M;empregado;50;SP;superior;0.solt;BC;3,1699681739968923
1957;LC_2958;inad;M;empregado;38;NOSP;secundario;0.solt;F;4,036588976755405
1958;LC_2959;inad;F;empregado;70;SP;secundario;casado;BC;3,3220124385824006
1959;LC_2960;admpl;M;empregado;68;SP;secundario;0.solt;BC;2,8260748027008264
1960;LC_2961;admpl;F;outros;41;SP;superior;viuvo;F;3,8260748027008264
1961;LC_2962;admpl;F;empregado;41;SP;primario;0.solt;DE;3,2352758766870524
1962;LC_2963;inad;M;autonomo;42;SP;superior;0.solt;BC;3,8260748027008264
1963;LC_2964;admpl;M;empregado;57;SP;z.posgrad;0.solt;BC;3,948070481518941
1964;LC_2965;admpl;F;empregado;56;SP;superior;0.solt;BC;3,525044807036845
1965;LC_2966;admpl;F;empregado;65;SP;superior;0.solt;DE;3,406199423663313
1966;LC_2967;inad;M;empregado;38;SP;secundario;0.solt;BC;4,399777524488799
1967;LC_2968;admpl;F;empregado;46;SP;secundario;casado;BC;3,291812687467119
1968;LC_2969;admpl;M;empregado;35;SP;secundario;casado;BC;3,9020573108084666
1969;LC_2970;admpl;F;outros;34;SP;z.posgrad;0.solt;BC;3,525044807036845
1970;LC_2971;admpl;F;empregado;69;SP;superior;0.solt;DE;2,322219294733919
1971;LC_2972;inad;M;outros;56;SP;secundario;0.solt;BC;3,8431081419996067
1972;LC_2973;inad;M;outros;40;SP;superior;0.solt;A;3,049605612594973
1973;LC_2974;inad;M;empregado;41;SP;superior;0.solt;BC;4,515410172292158
1974;LC_2975;admpl;M;outros;41;SP;secundario;divorciado;BC;3,588047496986083
1975;LC_2976;admpl;M;empregado;61;SP;superior;0.solt;BC;3,877889425371484
1976;LC_2977;inad;F;empregado;53;SP;secundario;casado;F;4,15736609176227
1977;LC_2978;admpl;M;empregado;51;SP;superior;0.solt;BC;3,7240299729355977
1978;LC_2979;inad;F;empregado;61;SP;superior;0.solt;BC;3,3312247810207323
1979;LC_2980;admpl;F;empregado;57;SP;secundario;0.solt;BC;3,1271047983648077
1980;LC_2981;inad;M;autonomo;47;SP;secundario;0.solt;BC;4,184918453552462
1981;LC_2982;admpl;F;empregado;45;SP;secundario;casado;BC;3,17435059747938
1982;LC_2983;inad;M;autonomo;31;SP;superior;0.solt;F;3,7513560997253936
1983;LC_2984;inad;M;autonomo;53;SP;secundario;0.solt;BC;3,8779469516291885
1984;LC_2985;admpl;M;outros;57;SP;primario;0.solt;F;3,118264726089479
1985;LC_2986;admpl;M;empregado;61;SP;secundario;0.solt;BC;3,72916478969277
1986;LC_2987;admpl;M;empregado;61;SP;secundario;0.solt;BC;3,7422536699065936
1987;LC_2988;admpl;F;empregado;31;SP;secundario;casado;BC;3,5919545550467356
1988;LC_2989;admpl;F;empregado;36;SP;superior;0.solt;F;3,428134794028789
1989;LC_2990;inad;F;empregado;63;SP;z.posgrad;0.solt;DE;3,5352941200427703
1990;LC_2991;inad;M;empregado;61;SP;superior;0.solt;F;3,60422605308447
1991;LC_2992;inad;F;empregado;59;SP;secundario;casado;BC;3,6923180442592787
1992;LC_2993;admpl;F;outros;64;SP;z.posgrad;0.solt;A;3,5073160400764136
1993;LC_2994;inad;M;outros;45;SP;superior;0.solt;F;3,525044807036845
1994;LC_2995;admpl;M;empregado;46;SP;primario;0.solt;F;3,241048150671644
1995;LC_2996;admpl;F;empregado;61;SP;primario;casado;DE;3,083860800866573
1996;LC_2997;admpl;M;empregado;54;SP;secundario;0.solt;BC;4,131746945100879
1997;LC_2998;admpl;F;outros;63;SP;primario;casado;F;3,1271047983648077
1998;LC_2999;admpl;F;outros;69;SP;secundario;0.solt;BC;2,7895807121644256
1999;LC_3000;admpl;M;empregado;67;SP;primario;0.solt;DE;3,469527479187014
2000;LC_3001;inad;M;empregado;53;SP;secundario;0.solt;BC;3,4340896384178907
2001;LC_3002;inad;M;empregado;47;NOSP;superior;0.solt;BC;3,2113875529368587
2002;LC_3003;inad;M;empregado;39;SP;secundario;0.solt;BC;4,061942292028086
2003;LC_3004;admpl;F;outros;31;SP;secundario;0.solt;BC;3,241048150671644
2004;LC_3005;admpl;F;empregado;56;SP;superior;casado;DE;3,155336037465062
2005;LC_3006;admpl;F;empregado;49;SP;secundario;casado;BC;3,5471591213274176
2006;LC_3007;inad;M;empregado;65;SP;superior;0.solt;F;3,7960884286806684
2007;LC_3008;inad;M;autonomo;60;SP;secundario;0.solt;BC;3,1401936785786315
2008;LC_3009;inad;M;empregado;59;SP;superior;0.solt;DE;3,5959369062691735
2009;LC_3010;inad;M;outros;42;SP;primario;viuvo;F;3,3031960574204886
2010;LC_3011;admpl;F;empregado;52;SP;secundario;0.solt;F;3,6093809442507068
2011;LC_3012;inad;M;autonomo;53;SP;superior;0.solt;A;3,3312247810207323
2012;LC_3013;inad;F;empregado;54;SP;secundario;0.solt;BC;2,9232440186302764
