FULLNAME;CODE;BBG_TICKER;NAME;INDUSTRY_SECTOR;INDUSTRY_SECTOR_NUM;GICS_SECTOR_NAME;GICS_SECTOR;CUR_MKT_CAP;EQY_FLOAT;EQY_FREE_FLOAT_PCT;FUND_ASSET_CLASS_FOCUS;SECTOR
TEC BLUMENAU PNC;TENE7;TENE7 BS Equity;TECBLU TECELAGEM BLUMEN-PR C;Consumer, Cyclical;10004;Consumer Discretionary;25;832.684;0,08;10,63;#N/A N/A;Constitui Objeto Principal da Sociedade A Industria e o Comercio de Produtos Texteis
TEREOS ON;TERI3;TERI3 BS Equity;TEREOS INTERNACIONAL SA;Consumer, Non-cyclical;10005;Consumer Staples;30;1.471.896.142;239,41;29,28;#N/A N/A;Gestão de Participações em Sociedades que Exploram Atividades de Açúcar. Amido e Bioenergia e em Ramos de Atividade Afins ou Complementares.
TGLT DR2;TGLT32;TGLT32 BS Equity;TGLT SA-BDR;Financial;10008;Consumer Discretionary;25;98.489.280;#N/A N/A;#N/A N/A;#N/A N/A;"Gerenciamento de Projetos e Empreendimentos Imobiliários. Desenvolvimentos Urbanos; o Planejamento. Avaliação. Direção e Execução na Gestão de Tais Negócios Relacionados ao Setor Imobiliário."
TEGMA ON;TGMA3;TGMA3 BS Equity;TEGMA GESTAO LOGISTICA;Industrial;10011;Industrials;20;1.181.452.179;26,64;40,36;#N/A N/A;Prestação de Serviços de Logística para A Indústria Automotiva. Gerenciamento de Estoques e Pátios. Atividades de Armazém Geral. Pdi. Dentre Outras.
MILLENNIUM ON;TIBR3;TIBR3 BS Equity;MILLENNIUM INORGANIC CHEMICA;Basic Materials;10002;Materials;15;218.212.827;530,92;65,33;#N/A N/A;Cristal Pigmentos do Brasil S/A.. Indústria Química. Produtora de Pigmento Branco de Dióxido de Titânio. Foi Fundada em 25 de Janeiro de 1966.
MILLENNIUM PNA;TIBR5;TIBR5 BS Equity;MILLENNIUM INORGANIC-PREF A;Basic Materials;10002;Materials;15;218.212.827;987,38;100;#N/A N/A;Cristal Pigmentos do Brasil S/A.. Indústria Química. Produtora de Pigmento Branco de Dióxido de Titânio. Foi Fundada em 25 de Janeiro de 1966.
MILLENNIUM PNB;TIBR6;TIBR6 BS Equity;MILLENNIUM INORGANIC-PREF B;Basic Materials;10002;Materials;15;218.212.827;521,41;99,99;#N/A N/A;Cristal Pigmentos do Brasil S/A.. Indústria Química. Produtora de Pigmento Branco de Dióxido de Titânio. Foi Fundada em 25 de Janeiro de 1966.
TIM PART S/A ON;TIMP3;TIMP3 BS Equity;TIM PARTICIPACOES SA;Communications;10003;Telecommunication Services;50;30.166.064.688;808,98;33,41;#N/A N/A;#N/A N/A
TEKNO ON;TKNO3;TKNO3 BS Equity;TEKNO SA INDUSTRIA E COMERCI;Industrial;10011;Materials;15;141.494.880;0,05;3,46;#N/A N/A;Pintura de Bobinas e Chapas Metálicas
TEKNO PN;TKNO4;TKNO4 BS Equity;TEKNO SA INDUSTRIA E COMERCI;Industrial;10011;Materials;15;141.494.880;0,31;23,06;#N/A N/A;Pintura de Bobinas e Chapas Metálicas
TOTVS ON;TOTS3;TOTS3 BS Equity;TOTVS SA;Technology;10013;Information Technology;45;5.807.985.033;110,61;67,67;#N/A N/A;Prestação de Serviços de Consultoria. Assessoria e Desenvolvimento de Sistemas Informatizados (software). Atividades de Pesquisa e Inovação Tecnológica. Prestação de Serviços Relacionados À Gestão.
TECTOY ON *;TOYB3;TOYB3 BS Equity;TEC TOY SA;Consumer, Cyclical;10004;Consumer Discretionary;25;13.226.407;294.308,60;42,92;#N/A N/A;Industr/Com.brinquedos.jogos Eletron. e Entretenimento
TECTOY PN *;TOYB4;TOYB4 BS Equity;TEC TOY SA-PREF;Consumer, Cyclical;10004;Consumer Discretionary;25;13.226.407;440.041,40;69,09;#N/A N/A;Industr/Com.brinquedos.jogos Eletron. e Entretenimento
TRIUNFO PART ON;TPIS3;TPIS3 BS Equity;TPI - TRIUNFO PARTICIPACOES;Diversified;10006;Industrials;20;1.056.000.000;38,05;21,62;#N/A N/A;Participação em Empresas de Concessões de Rodovias. Geração de Enregia e Logistica.
TRISUL ON;TRIS3;TRIS3 BS Equity;TRISUL SA;Financial;10008;Consumer Discretionary;25;307.563.371;38,38;46,92;#N/A N/A;Incorporadora e Construtora
TRAN PAULIST ON;TRPL3;TRPL3 BS Equity;CIA DE TRANSMISSAO DE ENERGI;Utilities;10014;Utilities;55;6.739.542.026;0,48;0,75;#N/A N/A;Transmissão de Energia Elétrica
TRAN PAULIST PN;TRPL4;TRPL4 BS Equity;CIA DE TRANSMISSAO DE ENE-PF;Utilities;10014;Utilities;55;6.739.542.026;32,77;33,86;#N/A N/A;Transmissão de Energia Elétrica
TARPON INV ON;TRPN3;TRPN3 BS Equity;TARPON INVESTIMENTOS SA;Financial;10008;Financials;40;532.196.654;17,88;37,96;#N/A N/A;Empresa de Participações.
FII TRX LOG CI;TRXL11;TRXL11 BS Equity;FUNDO TRX REALTY LOGISTICA I;Financial;10008;#N/A N/A;#N/A N/A;148.012.115;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
FII TRANSINC CI;TSNC11;TSNC11 BS Equity;TRANSINC FII;Financial;10008;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
TUPY ON;TUPY3;TUPY3 BS Equity;TUPY SA;Basic Materials;10002;Consumer Discretionary;25;2.595.195.000;48,05;33,33;#N/A N/A;Produtos Fundidos para A Industria Automobilística / Conexões em Ferro Fundido para Aplicações em Redes Hidráulicas e de Gás / Granalhas e Perfis
TWITTER DRN;TWTR34;TWTR34 BS Equity;TWITTER INC - BDR;Communications;10003;Information Technology;45;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
TIME WARNER DRN;TWXB34;TWXB34 BS Equity;TIME WARNER INC-BDR;Communications;10003;Consumer Discretionary;25;174.788.234.375;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
TEX RENAUX ON;TXRX3;TXRX3 BS Equity;TEXTIL RENAUXVIEW SA;Consumer, Cyclical;10004;Consumer Discretionary;25;10.939.524;2,08;14,27;#N/A N/A;Fiação e Tecelagem de Algodão
TEX RENAUX PN;TXRX4;TXRX4 BS Equity;RENAUXVIEW SA-PREF;Consumer, Cyclical;10004;Consumer Discretionary;25;10.939.524;8,42;30,04;#N/A N/A;Fiação e Tecelagem de Algodão
UNICASA ON;UCAS3;UCAS3 BS Equity;UNICASA INDUSTRIA DE MOVEIS;Consumer, Cyclical;10004;Consumer Discretionary;25;188.346.137;29,41;44,5;#N/A N/A;Indústria. Comércio. Prestação de Serviços. Importação e Exportação de Produtos Relacionados ao Ramo de Mobiliário em Geral. Planejado e Modulado de Madeira. Ferro. Aço. Alumínio e Outros Materiais.
ULTRAPAR ON;UGPA3;UGPA3 BS Equity;ULTRAPAR PARTICIPACOES SA;Basic Materials;10002;Energy;10;30.630.100.535;336,85;60,54;#N/A N/A;Distribuição de Combustíveis. Químicos e Armazenagem para Granéis Líquidos
UNIPAR ON;UNIP3;UNIP3 BS Equity;UNIPAR CARBOCLORO SA-ORD;Basic Materials;10002;Materials;15;427.919.554;72,72;26,11;#N/A N/A;Atuar no Setor de Soda. Cloro e Derivados. Podendo Participar como Sócia ou Acionista de Outras Sociedades. Direta ou Indiretamente. Inclusive por Meio de Fundos de Investimentos.
UNIPAR PNA;UNIP5;UNIP5 BS Equity;UNIPAR CARBOCLORO SA-PREF A;Basic Materials;10002;Materials;15;427.919.554;22,16;85,54;#N/A N/A;Atuar no Setor de Soda. Cloro e Derivados. Podendo Participar como Sócia ou Acionista de Outras Sociedades. Direta ou Indiretamente. Inclusive por Meio de Fundos de Investimentos.
UNIPAR PNB;UNIP6;UNIP6 BS Equity;UNIPAR CARBOCLORO SA;Basic Materials;10002;Materials;15;427.919.554;519,79;97,87;#N/A N/A;Atuar no Setor de Soda. Cloro e Derivados. Podendo Participar como Sócia ou Acionista de Outras Sociedades. Direta ou Indiretamente. Inclusive por Meio de Fundos de Investimentos.
UPS DRN;UPSS34;UPSS34 BS Equity;UNITED PARCEL SERVICE - BDR;Industrial;10011;Industrials;20;225.582.390.625;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
USIMINAS ON;USIM3;USIM3 BS Equity;USINAS SIDERURGICAS DE MINAS;Basic Materials;10002;Materials;15;6.054.972.109;97,21;19,24;#N/A N/A;Venda de Produtos Siderúrgicos. como Chapas Grossas. Laminados A Quente. A Frio. Placas. Galvanizados. entre Outros.
USIMINAS PNA;USIM5;USIM5 BS Equity;USINAS SIDER MINAS GER-PF A;Basic Materials;10002;Materials;15;6.054.972.109;403,19;79,3;#N/A N/A;Venda de Produtos Siderúrgicos. como Chapas Grossas. Laminados A Quente. A Frio. Placas. Galvanizados. entre Outros.
USIMINAS PNB;USIM6;USIM6 BS Equity;USINAS SIDER MINAS GER-PF B;Basic Materials;10002;Materials;15;6.054.972.109;0,09;100;#N/A N/A;Venda de Produtos Siderúrgicos. como Chapas Grossas. Laminados A Quente. A Frio. Placas. Galvanizados. entre Outros.
ISHARES UTIP CI;UTIP11;UTIP11 BS Equity;ISHARES UTILIDADE PUBLICA;Funds;10009;#N/A N/A;#N/A N/A;7.059.000;#N/A N/A;#N/A N/A;Equity;#N/A N/A
V-AGRO ON;VAGR3;VAGR3 BS Equity;VANGUARDA AGRO SA;Consumer, Non-cyclical;10005;Consumer Staples;30;484.279.445;168,01;43,37;#N/A N/A;#NOME?
VALE ON;VALE3;VALE3 BS Equity;VALE SA;Basic Materials;10002;Materials;15;115.503.044.127;1.263,07;39,26;#N/A N/A;Mineração
VALE PNA;VALE5;VALE5 BS Equity;VALE SA-PREF;Basic Materials;10002;Materials;15;115.503.044.127;1.939,45;95,67;#N/A N/A;Mineração
VERIZON DRN;VERZ34;VERZ34 BS Equity;VERIZON COMMUNIC INC-BDR;Communications;10003;Telecommunication Services;50;528.882.286.330;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
VIGOR FOOD ON;VIGR3;VIGR3 BS Equity;VIGOR ALIMENTOS SA;Consumer, Non-cyclical;10005;Consumer Staples;30;1.122.857.595;0,37;0,25;#N/A N/A;Produção e Comércio de Laticínios e Derivados de Óleo.
VISA INC DRN;VISA34;VISA34 BS Equity;VISA INC-BDR;Financial;10008;Information Technology;45;403.378.569.269;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
VIVER ON;VIVR3;VIVR3 BS Equity;VIVER INCORPORADORA E CONSTR;Financial;10008;Consumer Discretionary;25;33.530.945;201,32;60,04;#N/A N/A;Incorporadora e Construtora Presente em Todas as Regiões do País e com Foco de Atuação no Mercado Residencial. Particularmente Nos Segmentos de Média e Baixa Renda.
TELEF BRASIL ON;VIVT3;VIVT3 BS Equity;TELEFONICA BRASIL S.A.;Communications;10003;Telecommunication Services;50;55.541.333.728;31,18;8,17;#N/A N/A;Prestação de Serviços Públicos de Telecomunicações
TELEF BRASIL PN;VIVT4;VIVT4 BS Equity;TELEFONICA BRASIL S.A.-PREF;Communications;10003;Telecommunication Services;50;55.541.333.728;261,37;35,13;#N/A N/A;Prestação de Serviços Públicos de Telecomunicações
VALID ON;VLID3;VLID3 BS Equity;VALID SOLUCOES SA;Consumer, Non-cyclical;10005;Industrials;20;2.221.637.500;55,61;99,75;#N/A N/A;Impressão de Documentos de Segurança.
FII OLIMPIA CI;VLOL11;VLOL11 BS Equity;FII VILA OLIMPIA CORPORATE;Financial;10008;#N/A N/A;#N/A N/A;105.304.855;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
FII FATOR VE CI;VRTA11;VRTA11 BS Equity;FATOR VERITA FD INV IMOBILIA;Financial;10008;#N/A N/A;#N/A N/A;97.496.719;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
FER C ATLANT ON;VSPT3;VSPT3 BS Equity;FERROVIA CENTRO-ATLANTICA SA;Industrial;10011;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;Serviço de Transporte Ferroviário
VULCABRAS ON;VULC3;VULC3 BS Equity;VULCABRAS AZALEIA SA;Consumer, Cyclical;10004;Consumer Discretionary;25;266.731.698;99,14;13,38;#N/A N/A;Com. Impor. em Geral Notadamente de Calçados e Roupas
VIAVAREJO UNT;VVAR11;VVAR11 BS Equity;VIA VAREJO SA;Consumer, Cyclical;10004;Consumer Discretionary;25;9.680.633.580;430,25;100;#N/A N/A;#N/A N/A
VIAVAREJO ON;VVAR3;VVAR3 BS Equity;VIA VAREJO SA;Consumer, Cyclical;10004;Consumer Discretionary;25;9.680.633.580;131,37;19,93;#N/A N/A;#N/A N/A
WAL MART DRN;WALM34;WALM34 BS Equity;WAL-MART STORES INC - BDR;Consumer, Cyclical;10004;Consumer Staples;30;722.087.448.320;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
WEG ON;WEGE3;WEGE3 BS Equity;WEG SA;Industrial;10011;Industrials;20;24.522.023.224;285,82;35,41;#N/A N/A;A Weg Sa É Uma Sociedade de Participação Não Operacional (holding) Etambém Sociedade de Comando do Grupo Weg.
WELLS FARGO DRN;WFCO34;WFCO34 BS Equity;WELLS FARGO - BDR;Financial;10008;Financials;40;715.665.595.630;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
WHIRLPOOL ON;WHRL3;WHRL3 BS Equity;WHIRLPOOL SA;Consumer, Cyclical;10004;Consumer Discretionary;25;5.809.430.379;59,97;5,83;#N/A N/A;Fabricação e Comercialização de Eletrodomésticos e Compressores
WHIRLPOOL PN;WHRL4;WHRL4 BS Equity;WHIRLPOOL SA-PREF;Consumer, Cyclical;10004;Consumer Discretionary;25;5.809.430.379;20,53;4,33;#N/A N/A;Fabricação e Comercialização de Eletrodomésticos e Compressores
WILSON SONS DR3;WSON33;WSON33 BS Equity;WILSON SONS LTD-BDR;Consumer, Non-cyclical;10005;Industrials;20;2.340.637.600;#N/A N/A;#N/A N/A;#N/A N/A;Terminais Portuários. Rebocagem. Offshore. Logística. Agenciamento Marítimo e Estaleiros.
CAIXAETFXBOV CI;XBOV11;XBOV11 BS Equity;CAIXA ETF IBOVESPA FI;Funds;10009;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;Equity;#N/A N/A
FII XP MACAE CI;XPCM11;XPCM11 BS Equity;XP CORPORATE MACAE FII;Financial;10008;#N/A N/A;#N/A N/A;202.823.883;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
FII XP GAIA CI;XPGA11;XPGA11 BS Equity;XP GAIA LOTE I FUNDO DE INV;Financial;10008;#N/A N/A;#N/A N/A;88.912.315;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
XEROX CORP DRN;XRXB34;XRXB34 BS Equity;XEROX CORP-BDR;Technology;10013;Information Technology;45;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
FII TRXE COR CI;XTED11;XTED11 BS Equity;TRX EDIFICIOS CORPORATIVOS;Financial;10008;#N/A N/A;#N/A N/A;83.325.600;#N/A N/A;#N/A N/A;Real Estate;#N/A N/A
BRAZIL IBOVESPA INDEX;IBOV;IBOV Index;BRAZIL IBOVESPA INDEX;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1.793.677.250.000;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
BRAZIL IBrX INDEX;IBX;IBX Index;BRAZIL IBrX INDEX;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1.950.404.000.000;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
BRAZIL IBrX-50 INDEX;IBX50;IBX50 Index;BRAZIL IBrX-50 INDEX;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1.688.401.875.000;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
S&P 500 INDEX;SPX;SPX Index;S&P 500 INDEX;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;18.913.068.000.000;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A
