no_contrato;status_contrato;data_inicio;idade;num_dependentes;renda_mensal_reais;fracao_mes;prazo_emprestimo;fracao_a_vista;socio1_empregado0;educ_2ograu_maximo;educ_pos_maximo;sexo_m1_f0;cheques_pre_datados;geladeira;maquina_lavaroupa;regiao;filial;atraso;tipo_atraso;tipo_registro
D4102084;encerrado;22/07/2002;46;3;2700;1;1;0,53;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4102789;encerrado;24/09/2003;40;2;9000;0,23;1;0,54;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4102883;encerrado;27/11/2005;26;3;9450;0,23;1;0,34;0;0;0;1;1;0;0;RS;PAlegre;1;1;treino
D4103936;encerrado;06/08/2004;36;3;9000;0,03;0,83;0,36;0;1;0;1;1;0;0;RS;PAlegre;1;1;treino
D11102313;encerrado;12/10/2004;30;4;9000;0,03;1;0,55;1;1;0;1;0;1;0;SP;SCarlos;1;1;treino
D12100014;encerrado;10/06/2001;43;3;9517,5;1;2;0,26;0;0;0;1;1;1;1;DF;Brasilia;1;1;treino
D12202250;encerrado;28/10/2002;43;4;5277,6;1,03;2;0,24;0;0;0;1;0;0;0;DF;Brasilia;1;1;treino
D13102014;encerrado;11/01/2002;48;4;5400;1;1;0,57;0;0;0;1;0;1;1;SP;SP_Metrop;1;1;treino
D13102296;encerrado;24/01/2003;19;2;5400;1;0,83;0,55;0;1;0;1;0;1;0;SP;SP_Metrop;1;1;treino
D13102431;encerrado;13/07/2002;49;2;13500;1;1;0,6;0;1;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D14100365;encerrado;27/08/2003;19;3;4500;0,03;1;0,33;0;1;0;1;1;0;0;SP;SJC;1;1;treino
D14100444;encerrado;25/02/2006;21;4;4500;0,03;1;0,49;0;1;0;0;1;0;0;SP;SJC;1;1;treino
D17101296;exec_garantia;08/12/2003;43;3;5400;0,03;1,5;0,56;0;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
D17101643;encerrado;07/11/2004;26;4;5400;0,03;1;0,41;0;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
D17103104;encerrado;15/09/2004;30;3;13500;0,03;1;0,29;1;0;0;1;1;1;0;SP;Ribeirao;1;1;treino
C27100936;encerrado;04/10/2003;41;1;4050;1;1;0,42;0;0;0;1;0;0;0;MG;BH;1;1;treino
C27101488;encerrado;11/08/2003;43;5;6300;0,03;1;0,29;0;0;0;1;0;1;1;MG;BH;1;1;treino
C27101619;exec_garantia;16/10/2003;31;2;5220;0,03;1,75;0,18;0;0;1;0;1;1;1;MG;BH;1;1;treino
C27101857;encerrado;03/07/2004;27;3;10800;0,03;1;0,56;1;0;0;1;0;1;0;MG;BH;1;1;treino
D4101690;encerrado;31/01/2006;33;2;5400;1;2;0,32;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4102526;encerrado;23/05/2003;42;10;3600;1;0,83;0,51;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4104171;encerrado;14/05/2004;28;2;4500;0,23;0,83;0,51;0;0;1;1;0;0;0;RS;PAlegre;1;1;treino
D12200904;encerrado;17/12/2001;49;5;12658,5;1;2,17;0,07;0;0;0;1;0;1;1;DF;Brasilia;1;1;treino
D12201886;encerrado;27/09/2002;23;2;3780;1,03;2;0,21;0;0;0;0;1;0;0;DF;Brasilia;1;1;treino
D13102028;exec_garantia;12/03/2002;28;4;4500;1;1,5;0,43;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102546;encerrado;28/04/2004;33;2;4500;1;2;0,4;0;1;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D17101234;encerrado;22/10/2003;38;0;9952,2;0,03;1;0,47;0;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
D17102162;encerrado;14/05/2004;32;4;9000;0,03;1;0,45;1;1;0;1;0;0;0;SP;Ribeirao;1;1;treino
D17102288;encerrado;03/06/2004;46;3;9000;0,03;0,83;0,73;1;0;0;1;1;1;0;SP;Ribeirao;1;1;treino
D17103014;ativo;;35;5;9900;0,03;0,83;0,47;1;0;0;1;1;0;0;SP;Ribeirao;1;1;treino
B2200311;encerrado;18/10/2001;23;0;11700;0,33;1;0,27;0;0;0;1;1;1;0;RJ;Rio;1;1;treino
B2200327;encerrado;02/08/2003;31;0;4320;1;2,25;0,07;0;0;0;0;1;0;0;RJ;Rio;1;1;treino
B2200640;encerrado;08/01/2001;34;3;9000;1;1;0,45;0;0;0;1;1;1;0;RJ;Rio;1;1;treino
C27101451;encerrado;01/08/2004;27;0;9000;0,03;1,75;0,4;1;0;0;1;1;0;0;MG;BH;1;1;treino
D4100311;encerrado;06/04/2001;30;2;3053,7;1;2;0,43;0;0;0;1;0;0;1;RS;PAlegre;1;1;treino
D4101444;encerrado;11/05/2001;55;2;5785,2;1;1;0,37;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4103412;encerrado;14/02/2004;28;3;9900;0,03;0,83;0,52;0;0;0;1;0;0;1;RS;PAlegre;1;1;treino
D12100289;encerrado;15/02/2002;37;1;5850;1;2;0,21;0;0;0;1;0;0;0;DF;Brasilia;1;1;treino
D12201293;encerrado;16/01/2001;22;6;4590;1;1;0,5;0;0;0;1;1;0;0;DF;Brasilia;1;1;treino
D12201963;encerrado;08/05/2002;28;1;7650;1,03;2;0,45;0;0;0;0;0;1;0;DF;Brasilia;1;1;treino
D12202286;exec_garantia;06/04/2001;37;3;7380;1;2,25;0,06;0;0;0;1;1;1;0;DF;Brasilia;1;1;treino
D13101195;exec_garantia;07/01/2001;41;3;7200;1;1;0,13;0;1;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101627;encerrado;02/07/2003;26;4;2700;1;1,5;0,13;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102102;encerrado;11/01/2002;53;6;4500;1;0,83;0,47;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102416;encerrado;20/10/2002;42;3;13737,6;1;0,83;0,42;0;1;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102619;encerrado;27/09/2003;21;6;1800;1;1,5;0,42;0;0;0;1;0;1;0;SP;SP_Metrop;1;1;treino
D14100258;exec_retomada;;31;3;4860;0,03;1;0,35;0;1;0;1;0;0;0;SP;SJC;1;1;treino
D14100393;encerrado;18/05/2004;45;3;6750;0,03;1,5;0,4;0;1;0;1;0;0;0;SP;SJC;1;1;treino
D14100709;encerrado;11/08/2003;34;6;11236,5;0,03;1;0,33;0;1;0;1;1;0;0;SP;SJC;1;1;treino
D17101235;encerrado;31/08/2003;27;0;13500;0,03;1;0,41;0;0;1;1;0;0;0;SP;Ribeirao;1;1;treino
D17102363;encerrado;27/05/2004;25;3;5400;0,03;1;0,49;0;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
D21101577;encerrado;18/06/2001;33;3;4500;1;1,25;0,34;0;0;0;1;0;1;1;SP;SP_Capital;1;1;treino
D21101852;exec_garantia;05/01/2001;25;2;18000;1;3;0,23;0;0;0;1;0;0;0;SP;SP_Capital;1;1;treino
A18100425;encerrado;30/08/2002;28;1;15300;1;2;0,12;0;0;0;1;1;1;1;NO;Para;1;1;treino
A18100450;encerrado;07/09/2003;27;2;4336,2;1;3;0,17;0;1;0;1;0;0;0;NO;Para;1;1;treino
A18400038;encerrado;27/12/2002;28;1;6254,1;1;2,5;0,39;0;0;0;1;0;1;1;NO;Manaus;1;1;treino
C27101078;encerrado;22/05/2003;28;6;18000;1;1;0,57;0;0;0;1;0;0;0;MG;BH;1;1;treino
C27101232;encerrado;15/05/2003;36;4;24300;0,03;1;0,53;0;1;0;1;0;0;0;MG;BH;1;1;treino
C27101446;encerrado;13/11/2003;25;2;14400;0,03;1;0,29;1;0;0;1;1;1;1;MG;BH;1;1;treino
D4100453;exec_garantia;16/06/2001;26;2;6023,7;1;2;0,28;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4101185;encerrado;28/06/2001;39;0;4500;1;1;0,43;0;0;0;1;0;1;0;RS;PAlegre;1;1;treino
D4102528;encerrado;25/05/2003;42;4;6300;1;0,83;0,4;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D12202039;exec_garantia;06/12/2001;54;6;7847,1;1,03;3;0,11;0;0;0;1;0;0;0;DF;Brasilia;1;1;treino
D13101071;encerrado;01/01/2002;53;1;13500;1;0,83;0,52;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101452;encerrado;26/03/2002;35;2;2700;1;0,83;0,56;0;1;0;1;1;1;0;SP;SP_Metrop;1;1;treino
D14100098;encerrado;11/07/2002;36;4;2700;1;1;0,3;0;0;0;1;0;0;0;SP;SJC;1;1;treino
D14100270;encerrado;21/03/2006;30;4;5400;0,03;2;0,45;0;0;0;1;0;0;0;SP;SJC;1;1;treino
D14100376;encerrado;22/08/2004;56;4;9000;0,03;2;0,52;0;0;1;1;0;0;0;SP;SJC;1;1;treino
D17101405;encerrado;14/02/2004;44;2;6750;0,03;1;0,43;0;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
B2201818;exec_garantia;10/08/2003;27;0;9000;1;2,5;0,24;0;0;0;1;1;1;0;RJ;Rio;1;1;treino
D4101745;exec_garantia;08/12/2001;33;2;3600;1;2;0,48;0;1;0;1;0;0;0;RS;PAlegre;1;1;treino
D4102673;encerrado;18/01/2005;55;7;7200;0,23;1;0,3;0;0;0;1;1;1;0;RS;PAlegre;1;1;treino
D12100095;encerrado;24/02/2002;41;7;3841,497;1;2,17;0,05;1;0;0;1;0;1;0;DF;Brasilia;1;1;treino
D12200822;ativo;;39;2;6840;1;2,17;0,07;0;0;0;1;1;1;0;DF;Brasilia;1;1;treino
D13100381;exec_garantia;05/04/2001;32;5;10104,3;1;2;0,22;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D17103400;exec_garantia;29/02/2004;47;3;9000;0,03;1;0,48;1;1;0;1;1;1;0;SP;Ribeirao;1;1;treino
D17103603;ativo;;30;2;13500;0,03;1;0,37;1;1;0;1;1;0;0;SP;Ribeirao;1;1;treino
D21100855;encerrado;01/01/2001;38;2;7369,2;1;1;0,17;0;0;0;0;0;1;0;SP;SP_Capital;1;1;treino
D21101746;encerrado;12/11/2002;40;2;8939,7;1;1,5;0,35;0;0;0;1;0;1;0;SP;SP_Capital;1;1;treino
B2200118;encerrado;13/06/2002;37;0;4050;0,1;2,25;0,05;0;0;0;1;0;1;1;RJ;Rio;1;1;treino
B2201976;encerrado;03/06/2004;30;2;9000;1,03;1;0,16;1;0;0;1;0;1;1;RJ;Rio;1;1;treino
C27101187;encerrado;26/02/2004;25;0;27000;1;1;0,35;0;0;0;1;1;0;0;MG;BH;1;1;treino
D4101103;encerrado;08/11/2002;60;0;11250;1;2,08;0,17;0;0;0;0;0;1;0;RS;PAlegre;1;1;treino
D4102326;encerrado;22/10/2002;35;4;4500;1;1;0,52;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4102468;encerrado;27/04/2004;42;4;2700;1;2,17;0,24;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4102721;encerrado;17/10/2003;40;1;9000;0,23;1;0,39;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D12100557;ativo;;21;1;3600;1,03;3;0,11;0;0;0;1;0;0;0;DF;Brasilia;1;1;treino
D12200690;exec_garantia;03/08/2001;26;2;4277,7;1;2,17;0,05;0;0;0;1;0;0;0;DF;Brasilia;1;1;treino
D12201673;encerrado;22/05/2002;37;2;9274,5;1;2;0,05;0;0;0;1;0;0;0;DF;Brasilia;1;1;treino
D12201829;exec_garantia;06/07/2002;42;1;7290;1,03;2;0,4;0;0;0;1;0;0;0;DF;Brasilia;1;1;treino
D13100540;encerrado;30/12/2001;37;0;13500;1;1,5;0,08;0;0;0;1;1;1;1;SP;SP_Metrop;1;1;treino
D13101118;encerrado;26/07/2002;25;5;4500;1;1,5;0,41;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101232;encerrado;24/03/2002;23;4;5400;1;1;0,41;0;1;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102236;exec_retomada;;21;0;5400;1;0,83;0,48;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D14100047;encerrado;12/05/2002;21;0;2700;1;1;0,39;0;0;0;1;0;0;0;SP;SJC;1;1;treino
D14101298;encerrado;16/04/2004;36;3;5400;0,17;1;0,44;1;0;0;1;0;0;0;SP;SJC;1;1;treino
D14101614;encerrado;07/03/2004;42;2;18000;0,17;1;0,3;1;0;0;1;0;1;0;SP;SJC;1;1;treino
D14101876;encerrado;13/03/2004;35;2;6300;0,17;1;0,71;0;1;0;1;1;1;0;SP;SJC;1;1;treino
D17100567;encerrado;06/09/2002;29;2;5994,9;1;1,5;0,05;0;0;0;1;1;1;1;SP;Ribeirao;1;1;treino
D17101032;encerrado;29/06/2003;38;4;3600;0,03;1;0,66;0;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
D17101939;encerrado;03/08/2004;40;4;6300;0,03;1;0,43;0;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
B2200966;encerrado;23/01/2002;46;2;5398,2;1,03;1;0,51;0;1;0;1;0;0;0;RJ;Rio;1;1;treino
C27101002;encerrado;25/04/2004;42;4;7200;1;1;0,37;0;0;0;1;1;0;0;MG;BH;1;1;treino
C27101477;encerrado;12/10/2003;52;0;27000;0,03;1;0,43;0;0;0;1;0;0;0;MG;BH;1;1;treino
C27101485;encerrado;24/10/2003;26;2;3600;0,03;1;0,3;0;0;0;1;1;0;0;MG;BH;1;1;treino
C27101595;encerrado;26/11/2004;28;0;6750;0,03;2;0,43;0;0;1;1;1;0;0;MG;BH;1;1;treino
C27101813;ativo;;30;3;3600;0,03;1,67;0,48;0;1;0;1;1;0;0;MG;BH;1;1;treino
D4100053;exec_garantia;18/10/2001;32;3;7816,5;1;3;0,17;1;0;0;1;0;1;1;RS;PAlegre;1;1;treino
D4101410;encerrado;09/05/2001;30;2;9000;1;1;0,47;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4101433;encerrado;12/10/2001;40;2;9000;0,1;1;0,48;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4101859;encerrado;30/06/2003;29;2;3600;1;1,5;0,29;0;1;0;0;0;0;0;RS;PAlegre;1;1;treino
D4103364;encerrado;13/08/2003;34;7;4500;0,03;0,83;0,59;0;0;0;1;1;1;0;RS;PAlegre;1;1;treino
D12200704;exec_garantia;01/03/2001;38;2;11161,8;1;2,17;0,07;0;0;0;1;0;1;1;DF;Brasilia;1;1;treino
D13102160;encerrado;11/07/2002;29;5;4500;1;1;0,58;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102481;encerrado;13/02/2003;42;0;1800;1;1;0,65;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D14102006;encerrado;30/10/2004;43;0;7650;0,17;1;0,57;0;0;1;1;0;0;0;SP;SJC;1;1;treino
D17101820;encerrado;01/11/2004;34;1;5400;0,03;0,83;0,55;0;0;0;1;1;0;0;SP;Ribeirao;1;1;treino
A18100059;encerrado;28/09/2000;31;1;3928,5;1;1;0,63;0;0;0;0;1;0;0;NO;Para;1;1;treino
B2200249;encerrado;14/09/2001;33;0;9000;1;1;0,49;0;0;0;1;1;1;1;RJ;Rio;1;1;treino
D4103437;encerrado;27/03/2004;27;3;4500;0,03;1;0,38;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4103450;encerrado;04/08/2004;35;3;4500;0,03;1,5;0,34;0;0;0;0;1;0;0;RS;PAlegre;1;1;treino
D12100895;encerrado;08/12/2002;41;3;11610;1,03;1;0,43;0;0;0;1;0;0;0;DF;Brasilia;1;1;treino
D12200647;encerrado;29/10/2001;38;3;6210;0,83;2,17;0,06;0;0;0;1;1;1;1;DF;Brasilia;1;1;treino
D13100424;encerrado;23/06/2001;55;0;4239;1;1;0,47;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101546;encerrado;31/07/2003;32;2;2700;1;1,5;0,4;0;1;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101649;exec_garantia;13/07/2001;34;3;9000;1;1,5;0,33;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102187;encerrado;16/04/2003;25;4;3600;1;1,5;0,37;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102326;encerrado;30/09/2003;32;2;2700;1;1,5;0,56;0;1;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102486;encerrado;17/04/2003;42;4;3870;1;1;0,36;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D14100892;encerrado;30/09/2004;29;5;5400;0,17;1;0,56;0;0;0;1;1;0;0;SP;SJC;1;1;treino
D17101624;encerrado;03/08/2004;43;4;5400;0,03;1;0,48;0;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
D17102734;exec_retomada;;35;2;9000;0,03;0,83;0,41;1;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
D21100767;encerrado;19/02/2006;48;3;7330,5;1;2;0,25;0;0;0;1;0;1;0;SP;SP_Capital;1;1;treino
A18100142;encerrado;19/06/2001;22;2;4500;1;1,5;0,62;0;0;0;1;1;0;0;NO;Para;1;1;treino
B2200007;encerrado;06/11/2001;22;3;13140;1;2;0,23;0;0;0;1;0;1;1;RJ;Rio;1;1;treino
B2200090;encerrado;03/06/2002;23;0;27000;1;1;0,38;0;0;0;1;1;0;0;RJ;Rio;1;1;treino
C27101247;exec_garantia;05/05/2004;25;1;4500;0,03;2;0,48;0;0;0;1;1;0;0;MG;BH;1;1;treino
C27101311;encerrado;28/08/2003;33;3;7200;0,03;1;0,47;0;1;0;1;1;0;0;MG;BH;1;1;treino
C27101544;exec_garantia;02/11/2004;27;3;6300;0,03;2;0,26;0;0;0;1;1;0;0;MG;BH;1;1;treino
C27102529;encerrado;24/12/2003;29;3;15300;0,03;1;0,58;0;0;0;1;1;1;1;MG;BH;1;1;treino
D4100649;encerrado;14/03/2002;52;3;4050;1;2;0,05;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4101847;encerrado;08/08/2002;35;2;2700;1;1;0,35;0;1;0;1;0;0;0;RS;PAlegre;1;1;treino
D11102013;encerrado;08/11/2004;25;4;18000;0,03;1;0,34;1;0;0;1;0;1;0;SP;SCarlos;1;1;treino
D12202051;exec_garantia;31/12/2002;44;3;6465,6;0,3;3;0,11;0;0;0;1;0;0;1;DF;Brasilia;1;1;treino
D13100894;encerrado;30/12/2001;26;2;6120;1;1;0,54;0;0;1;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101116;encerrado;26/07/2002;32;2;3600;1;1,5;0,27;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101979;encerrado;30/08/2002;25;5;3600;1;1;0,42;0;0;0;1;0;1;1;SP;SP_Metrop;1;1;treino
D14100433;exec_retomada;;34;2;7200;0,03;1,5;0,3;0;0;0;1;1;0;0;SP;SJC;1;1;treino
D14100499;encerrado;04/09/2004;36;3;18000;0,03;1;0,03;0;0;0;1;1;0;0;SP;SJC;1;1;treino
D14100952;encerrado;21/09/2004;39;8;4500;0,03;1;0,2;0;1;0;1;0;0;0;SP;SJC;1;1;treino
D14101473;ativo;;32;2;11700;0,17;1;0,6;1;0;0;1;0;1;0;SP;SJC;1;1;treino
D17101403;encerrado;02/06/2004;37;4;6300;0,03;0,92;0,32;0;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
B2200782;encerrado;05/02/2003;45;4;8550;1;2;0,33;0;0;0;1;1;1;1;RJ;Rio;1;1;treino
B2201168;encerrado;23/05/2003;26;0;18000;1;2;0,4;0;0;0;1;1;0;0;RJ;Rio;1;1;treino
B2201406;encerrado;06/05/2002;20;0;8505;1;1;0,17;0;0;0;0;0;1;1;RJ;Rio;1;1;treino
B2201841;encerrado;19/11/2003;43;2;11700;0,03;1,5;0,31;0;0;0;1;1;0;0;RJ;Rio;1;1;treino
C27101425;encerrado;09/09/2003;27;0;5850;0,03;1;0,35;0;1;0;1;1;0;0;MG;BH;1;1;treino
C27102402;encerrado;03/03/2004;26;4;12600;0,03;1;0,47;0;1;0;1;0;0;0;MG;BH;1;1;treino
C27102850;encerrado;06/05/2004;30;0;4500;0,03;1;0,65;0;0;0;1;1;1;1;MG;BH;1;1;treino
D4101286;encerrado;10/03/2002;48;2;1800;1;2;0,36;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4101494;encerrado;10/02/2001;40;2;9000;1;1;0,44;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4102987;encerrado;04/09/2004;45;3;9000;0,17;1;0,21;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4105537;ativo;;22;0;9000;0,03;0,83;0,5;1;1;0;1;0;0;0;RS;PAlegre;1;1;treino
D12200949;exec_garantia;07/12/2001;36;3;3674,997;1;3;0,12;1;0;0;1;0;0;0;DF;Brasilia;1;1;treino
D12201623;encerrado;10/02/2002;29;1;6300;1,03;2;0,4;0;0;0;1;1;1;1;DF;Brasilia;1;1;treino
D12202151;encerrado;16/02/2002;33;4;3600;1,03;1,5;0,35;0;0;0;1;0;0;0;DF;Brasilia;1;1;treino
D13101815;encerrado;07/07/2002;21;4;4500;1;1;0,56;0;0;0;1;0;1;1;SP;SP_Metrop;1;1;treino
D13102243;encerrado;02/08/2003;29;5;4500;1;1;0,52;0;1;0;1;0;1;0;SP;SP_Metrop;1;1;treino
D13102258;encerrado;09/01/2002;32;8;3600;1;0,83;0,51;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D14100256;encerrado;24/07/2005;55;4;9000;0,03;1;0,41;0;0;1;1;0;0;0;SP;SJC;1;1;treino
D14100937;encerrado;01/12/2004;50;4;7650;0,03;1;0,52;0;1;0;1;0;1;0;SP;SJC;1;1;treino
D14101776;encerrado;13/04/2004;29;3;9000;0,17;1;0,29;1;1;0;1;1;1;0;SP;SJC;1;1;treino
D17100461;encerrado;22/01/2002;48;0;5749,2;1;1,5;0,34;0;0;0;1;0;1;0;SP;Ribeirao;1;1;treino
D17101653;encerrado;10/09/2003;30;4;7200;0,03;1;0,5;0;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
D17102227;encerrado;23/06/2004;41;2;6300;0,03;1;0,49;1;0;0;1;1;0;0;SP;Ribeirao;1;1;treino
D17102891;encerrado;27/04/2004;40;4;7200;0,03;1;0,34;1;0;0;1;1;0;0;SP;Ribeirao;1;1;treino
B2200121;encerrado;31/07/2003;28;0;4050;0,33;2,25;0,05;0;0;0;0;0;0;0;RJ;Rio;1;1;treino
B2200128;encerrado;11/04/2001;31;2;4500;1;1;0,59;0;0;0;1;1;0;0;RJ;Rio;1;1;treino
B2200416;encerrado;28/06/2003;33;2;5580;0,17;3;0,09;0;0;0;0;1;1;0;RJ;Rio;1;1;treino
B2201409;encerrado;26/10/2003;27;2;22500;1;2;0,46;0;1;0;1;1;0;0;RJ;Rio;1;1;treino
C27102016;exec_retomada;;55;6;6750;0,03;1,5;0,26;0;1;0;1;0;0;0;MG;BH;1;1;treino
C27102922;encerrado;16/12/2003;23;2;7200;0,03;1;0,35;1;0;0;1;1;1;1;MG;BH;1;1;treino
D4100835;exec_garantia;19/02/2002;25;3;6409,8;1;2,5;0,37;0;0;0;1;0;1;1;RS;PAlegre;1;1;treino
D4101184;encerrado;08/05/2001;30;0;4500;1;1;0,43;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4101798;encerrado;05/11/2002;30;3;2700;1;1;0,42;0;1;0;1;0;0;0;RS;PAlegre;1;1;treino
D4103276;encerrado;19/12/2003;41;3;6300;0,03;1;0,47;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D11102023;encerrado;07/07/2004;38;4;9000;0,03;1;0,42;1;0;0;1;1;1;0;SP;SCarlos;1;1;treino
D11102281;encerrado;14/10/2004;21;4;7200;0,03;1;0,63;1;1;0;1;0;1;0;SP;SCarlos;1;1;treino
D12200747;encerrado;15/01/2001;35;2;13050;0,23;0,83;0,34;0;0;1;1;0;1;1;DF;Brasilia;1;1;treino
D12200886;encerrado;27/03/2002;52;2;4184,1;1;2,5;0,18;0;0;0;1;1;0;0;DF;Brasilia;1;1;treino
D12201884;encerrado;07/09/2002;23;1;4050;1,03;2;0,09;0;1;0;1;0;0;0;DF;Brasilia;1;1;treino
D12202232;exec_retomada;;48;8;9187,2;1;3;0,15;0;0;0;0;0;0;0;DF;Brasilia;1;1;treino
D13100499;encerrado;21/06/2001;62;2;9000;1;1;0,57;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D14100415;encerrado;26/10/2004;33;5;5580;0,03;2;0,4;0;0;0;0;0;0;0;SP;SJC;1;1;treino
D17101166;encerrado;15/06/2004;34;0;5400;0,03;1,5;0,52;0;0;0;1;1;0;0;SP;Ribeirao;1;1;treino
D17103234;encerrado;28/05/2005;26;2;7200;0,03;0,83;0,47;1;0;0;1;1;0;0;SP;Ribeirao;1;1;treino
D17103377;encerrado;26/08/2004;29;3;2999,997;0,03;1;0,45;0;0;0;0;1;1;1;SP;Ribeirao;1;1;treino
D17103478;encerrado;13/09/2004;43;2;8550;0,03;0,83;0,47;1;1;0;1;1;0;0;SP;Ribeirao;1;1;treino
B2201778;encerrado;19/02/2004;27;0;5400;1;2;0,3;0;0;0;1;0;1;0;RJ;Rio;1;1;treino
C27101514;encerrado;27/04/2005;22;5;4500;0,03;2;0,32;0;0;0;0;1;0;0;MG;BH;1;1;treino
D4101503;encerrado;09/11/2001;40;2;7110;1;1;0,48;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
D4104822;encerrado;30/08/2005;48;2;6300;0,03;1;0,36;0;0;0;1;1;0;0;RS;PAlegre;1;1;treino
D12100447;encerrado;23/04/2002;23;2;10800;1;2;0,34;0;1;0;1;1;1;0;DF;Brasilia;1;1;treino
D12100877;encerrado;09/10/2002;26;0;7200;0,03;1;0,39;0;0;0;1;0;1;0;DF;Brasilia;1;1;treino
D12202138;encerrado;23/04/2002;28;1;5400;1;1,25;0,55;0;0;0;1;1;0;0;DF;Brasilia;1;1;treino
D13100569;encerrado;14/09/2001;47;2;7200;1;2;0,54;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13101053;encerrado;29/01/2002;28;2;3600;1;1;0,39;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D13102483;encerrado;17/09/2003;37;3;9000;1;1,5;0,27;0;0;0;1;0;0;0;SP;SP_Metrop;1;1;treino
D14100296;encerrado;29/07/2003;29;0;2700;0,03;1;0,46;0;0;1;1;0;0;0;SP;SJC;1;1;treino
D14101597;encerrado;24/09/2004;30;2;9000;0,17;1;0,25;1;0;0;1;1;1;0;SP;SJC;1;1;treino
D14102068;exec_garantia;16/05/2004;33;0;9000;0,17;1;0,5;1;1;0;1;0;0;0;SP;SJC;1;1;treino
D17102144;encerrado;06/08/2004;35;0;9000;0,03;1;0,36;0;0;0;1;0;0;0;SP;Ribeirao;1;1;treino
D17102888;ativo;;39;5;9000;0,03;0,83;0,53;1;0;0;1;1;0;0;SP;Ribeirao;1;1;treino
D17103475;encerrado;15/09/2004;31;5;7200;0,03;0,83;0,68;1;1;0;1;1;0;0;SP;Ribeirao;1;1;treino
A18800074;encerrado;13/09/2004;28;1;8572,5;1,03;0,83;0,48;0;0;0;1;1;1;0;NO;Para;1;1;treino
C27102606;encerrado;25/05/2004;29;2;15300;0,03;0,92;0,35;1;0;0;1;1;1;1;MG;BH;1;1;treino
D4100097;exec_garantia;08/10/2001;27;3;9000;1;3;0,29;0;0;0;1;0;0;0;RS;PAlegre;1;1;treino
